#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-27T21:18:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ea74b405ee0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+AS/124/75&tab:{J/A+AS/124/75/orbits}&key:source=J/A+AS/124/75/orbits&HTTPPRM:&
#-source=J/A+AS/124/75/orbits
#-order=I
#-out=IDS
#-out=Level
#-out=Period
#-out=x_Period
#-out=T
#-out=e
#-out=a
#-out=x_a
#-out=Node
#-out=LongP
#-out=n_Node
#-out=Incl
#-out=K1
#-out=K2
#-out=V0
#-out=Comm
#-out.all=2
#

#RESOURCE=yCat_41240075
#Name: J/A+AS/124/75
#Title: Multiple star catalogue (MSC) (Tokovinin 1997-1999)
#Table	J_A_AS_124_75_orbits:
#Name: J/A+AS/124/75/orbits
#Title: Orbital parameters
#Column	IDS	(a10)	IDS(1900)	[ucd=meta.id;meta.main]
#Column	Level	(I4)	Level in hierarchy	[ucd=meta.code.multip]
#Column	Period	(F10.4)	Period (see X_period for the units)	[ucd=time.period]
#Column	x_Period	(A1)	[dy] Units of period (d,y)	[ucd=meta.unit]
#Column	T	(F10.3)	Periastron epoch (y or JD-2400000)	[ucd=time.epoch]
#Column	e	(F6.3)	Eccentricity	[ucd=src.orbital.eccentricity]
#Column	a	(F7.3)	Semi-major axis (see x_a fir the units)	[ucd=phys.angSize.smajAxis;src.orbital]
#Column	x_a	(A1)	["m] Units of axis (",m)	[ucd=meta.unit]
#Column	Node	(F6.1)	P.A. of the node	[ucd=src.orbital.node]
#Column	LongP	(F6.1)	Longitude of periastron	[ucd=src.orbital.periastron]
#Column	n_Node	(A1)	'A' if primary node, 'B' otherwise	[ucd=meta.note]
#Column	Incl	(F6.1)	Inclination	[ucd=src.orbital.inclination]
#Column	K1	(F6.1)	Primary semi-amplitude	[ucd=src.var.amplitude]
#Column	K2	(F6.1)	Secondary semi-amplitude	[ucd=src.var.amplitude]
#Column	V0	(F7.1)	Center of mass velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Comm	(a31)	Comment, reference	[ucd=meta.note]
IDS|Level|Period|x_Period|T|e|a|x_a|Node|LongP|n_Node|Incl|K1|K2|V0|Comm
17427+3921|  11|   99.5570|d| 43299.260| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  16.5|   0.0|  -26.7|SB 992
17473-3443|   1|  200.0000|y|  1968.400| 0.330|  0.340|"|  39.6| 139.5|B|  55.3|   0.0|   0.0|    0.0|IAU #113 1989 Docobo-Costa
17473-3443|  11|    2.7754|d| 39698.220| 0.180|  0.000| |   0.0| 221.0|A|  70.9| 121.0| 153.0|  -32.0|SB 1005
17496+1109|   1|    8.9000|y|  1989.200| 0.320|  0.088|"| 169.0| 233.0|B| 157.0|   0.0|   0.0|    0.0|A&A 341 121 1999 Soderhjelm
17503-3444|  11|   99.5500|d| 47989.000| 0.000|  0.000| |   0.0|   0.0|A|   0.0|   7.7|   0.0|  -15.7|AJ 117 541 1999 Lacy
17503-3444| 111|    3.7763|d|     0.000| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 107.1| 117.2|  -15.7|AJ 117 541 1999 Lacy C.
17524-3656|  11|    3.2828|d| 41829.256| 0.410|  0.000| |   0.0| 205.9|A|   0.0| 119.8| 133.0|  -16.0|SB 1013
17535+0428|   1|   14.5080|y|  1972.040| 0.549|  0.171|"| 173.7| 179.0|A|  69.2|   9.9|   6.3|  -14.5|PAZh 20 368 1994 Tokovinin
17535+0428|  12|   34.5031|d| 49178.367| 0.386|  0.000| |   0.0| 132.0|A|   0.0|  29.7|  35.5|  -17.0|PAZh 20 368 1994 Tokovinin
17576-0810|   1|  280.0300|y|  1829.000| 0.718|  1.494|"|  63.0|  49.8|B|  59.3|   0.0|   0.0|    0.0|VBO
17576-0810|  11|  184.0850|d| 46741.200| 0.600|  0.000| |   0.0|  48.1|A|   0.0|   9.1|   0.0|  -38.4|A&A 248 485 1991 DM
17581+2050|  11|   12.4573|d| 45895.410| 0.540|  0.000| |   0.0| 321.3|A|   0.0|  57.6|  57.5|  -15.5|SB 1019
18016+2126|  11|   20.0810|y|  1978.438| 0.956|  0.253|"| 270.8|   3.0|A|  77.0|  18.0|  33.4|  -22.8|VBO + SB 1024
18016+2126|  12|   25.7361|d|     0.000| 0.565|  0.000| |   0.0|   0.0| |  77.0|   0.0|   0.0|    0.0|AJ 108 694 1994 Fekel et al.
18016+2126| 111|    0.8795|d| 41032.240| 0.050|  0.000| |   0.0| 104.0|A|   0.0|  94.7|   0.0|    0.0|SB 1023
18075+7959|  11| 1247.7950|d| 48323.204| 0.975| 70.000|m| 178.0| 127.8|A|  50.0|  44.1|  46.8|    5.6|PAZh 23 204 1997 Balega et al.
18075+7959|  12|   10.5278|d| 48000.007| 0.377|  0.000| |   0.0| 246.3|A|  36.2|  39.1|  42.9|    5.9|PAZh 21 250 1995 Tokovinin
18081+3325|  11|   58.3900|y|  1975.540| 0.153|  0.116|"| 234.4| 302.4|B|  66.6|   0.0|   0.0|    0.0|AJ 98 1014 1989, second solut.
18081+3325|  11|   23.9000|y|  1971.810| 0.706|  0.062|"| 244.1| 172.1|B|  37.9|   0.0|   0.0|    0.0|AJ 98 1014 1989 Hartkopf et al.
18110-3408|  11|    2.4157|d| 45509.655| 0.040|  0.000| |   0.0| 187.9|A|   0.0|  83.8| 250.0|   10.1|SB 1035
18140-6132|  11| 2214.0000|d| 18076.270| 0.260|  0.000| |   0.0| 187.2|A|   0.0|  17.9|   0.0|   12.4|SB 1042
18148+4348|  11|  249.8300|y|  1921.300| 0.000|  0.260|"|   0.0|   0.0|B| 180.0|   0.0|   0.0|    0.0|VBO
18199+8434| 111|    4.6363|d| 50655.681| 0.000|  0.000| |   0.0|   0.0| |   0.0|   4.4|   0.0|  -32.6|A&AS 136 373 1999 Tokovinin
18221+0008| 111|  386.0000|d| 29332.710| 0.470|  0.000| |   0.0| 277.0|A|  44.6|  28.0|  19.0|  -23.3|SB 1056
18221+0008|1112|    1.8505|d| 30172.495| 0.000|  0.000| |   0.0|   0.0|A|  56.3|  90.0| 100.0|    0.0|SB 1055
18222+7117|   1|  271.7000|y|  1720.750| 0.440|  0.392|"|  72.3| 201.3|B| 119.0|   0.0|   0.0|    0.0|VBO
18222+7117|  11|   26.7680|d| 38853.600| 0.390|  0.000| |   0.0| 171.0|A|   0.0|  26.6|   0.0|  -20.8|SB 1057
18224+5844|  12|    2.7094|d| 49290.616| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  31.4|   0.0|  -24.3|PAZh 21 283 1995 Tokovinin+
18316+5140|  11|    5.9751|d| 41147.090| 0.360|  0.000| |   0.0| 220.0| |   0.0|  28.2|  28.8|  -24.5|SB 1069  (ApJ 234 958  1979)
18330+3323|  11| 1675.0000|d| 20438.500| 0.160|  0.000| |   0.0| 120.0|A|   0.0|   3.2|   0.0|  -26.9|SB 1071
18351-5552|  11|   47.7000|y|  1975.200| 0.180|  0.268|"| 160.4| 187.8|B| 106.0|   0.0|   0.0|    0.0|VBO
18366+5215|  12|  388.8000|d| 46042.100| 0.359|  0.000| |   0.0| 328.6|A|   0.0|  16.2|   0.0|    1.4|Obs. 110 126 1990 Griffin
18370+2441|  11|    5.0688|d| 50643.700| 0.009|  0.000| |   0.0| 230.0|A|   0.0|  46.9|  49.0|  -11.9|Delfosse+ A&A 344 897 1999
18374+3012|  11|   91.8000|y| 44547.000| 0.910|  0.250|"|  63.5| 169.8|A| 116.5|   9.5|   9.5|   16.5|VBO + SB 1073
18410+3933|  11| 1165.6000|y|  1152.400| 0.190|  2.780|"|  29.0| 165.7|B| 138.0|   0.0|   0.0|    0.0|VBO
18410+3933|  12|  724.3070|y|  2223.934| 0.353|  2.920|"|  26.2|  73.8|B| 126.1|   0.0|   0.0|    0.0|IAU #92 1983 Docobo-Costa
18410+3933|  12|  585.0000|y|  1644.500| 0.490|  2.950|"|  17.4|  88.0|B| 120.5|   0.0|   0.0|    0.0|VBO
18413+3730|  11|    4.3000|d| 40000.723| 0.010|  0.000| |   0.0|   0.0|A|   0.0|  51.6|   0.0|  -24.9|SB 1079
18413-0104| 111|    4.7653|d| 40002.046| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  17.3|  30.8|   19.1|SB 1080 (ApJS 59 229 1985)
18449+4919|  11|    4.2435|d| 22160.044| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 101.0| 100.2|  -18.6|SB 1088
18464+3314|  11|   12.9349|d| 42260.922| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 184.0|   0.0|  -17.8|SB 1092
18512+3350| 111| 1583.9000|d| 46045.500| 0.519|  0.000| |   0.0|  13.9|A|   0.0|  16.6|   0.0|  -21.6|J.Astroph.Astr. 11 491 1990
18538+1713|  11| 1435.0000|d| 25610.700| 0.010|  0.000| |   0.0|   6.3|A|   0.0|   3.5|   0.0|  -17.4|SB 1107
18549-3702|  12|  268.2000|d| 47137.830| 0.490|  0.000| |   0.0| 335.0|A|  20.0|   5.2|  18.8|   -0.7|A&A 310 228 1996 P.Corporon et
18549-3702| 121|    2.8887|d| 47231.735| 0.021|  0.000| |   0.0| 342.0|A|  90.0|  85.5| 162.3|   -0.3|A&A 310 228 1996 P.Corporon et
18598+5206|  12|  138.0000|y|  1983.500| 0.250|  0.195|"|  83.6| 179.0|B| 124.5|   0.0|   0.0|    0.0|VBO
19019+5718|  11|    1.8172|d| 39396.483| 0.050|  0.000| |   0.0| 192.3|A|   0.0|  86.5|   0.0|  -36.4|SB 1118
19023+1055|  11|    1.3023|d| 18157.502| 0.000|  0.000| |   0.0|   0.0| |   0.0|  27.6|   0.0|  -18.7|SB 1119
19023+3017|   1|  687.0000|y|  1638.200| 0.250|  1.250|"| 313.0| 120.5|B|  55.8|   0.0|   0.0|    0.0|VBO
19023+3017|  11|   27.2490|d| 48855.130| 0.338|  0.000| |   0.0| 113.3|A|   0.0|  36.2|  36.4|  -51.0|PAZh 20 407 1994 Smekhov
19044+3846|  11|    1.5404|d| 24900.725| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  88.7|   0.0|  -29.8|SB 1127
19054+3426|  11| 1283.4000|d| 50556.500| 0.584| 77.200|m| 274.4| 261.2|A| 143.6|   6.5|   8.6|  -41.0|Tokovinin+, 1999, in prepar.
19077+3837|  12|   63.1000|y|  1956.400| 0.460|  0.370|"|  90.8| 183.0|B| 110.3|   0.0|   0.0|    0.0|VBO
19094-2526|   1| 7319.0000|d| 42418.795| 0.510|  0.153|"| 291.9|   2.6|B|  83.3|  13.8|  10.0|  -26.8|SB 1135 + VBO
19094-2526|  12|   10.7786|d| 42226.010| 0.470|  0.000| |   0.0| 181.5|A|  89.2|  72.5|  90.6|  -43.0|SB 1134
19119+2717|  11|    2.9228|d| 40803.492| 0.100|  0.000| |   0.0| 234.1|A|   0.0|  54.8|   0.0|  -15.3|SB 1138
19219+5002|   1| 5298.0000|d| 45517.000| 0.067|  0.000| |   0.0| 207.0|A|   0.0|   0.0|   4.7|  -60.3|AJ 105 1074 1993 Hinkle et al
19219+5002|  11|  751.5000|d| 47302.000| 0.000|  0.000| |   0.0|   0.0| |   0.0|   2.9|   0.0|  -60.3|AJ 105 1074 1993 Hinkle et al
19240-0714|  11| 1856.4000|d| 42754.000| 0.170|  0.000| |   0.0| 190.5|A|   0.0|   7.8|   0.0|    1.2|SB 1154
19260-0219|  11|    5.2951|d| 32225.924| 0.090|  0.000| |   0.0| 294.0|A|   0.0| 140.0| 113.0|   -1.6|SB 1156
19319+2803|  11|    2.8053|d| 45204.477| 0.000|  0.000| |   0.0|   0.0| |   0.0| 110.0| 124.2|  -24.5|AJ 114 2140 1998 Lacy
19324+5024|   1|   97.4000|y|  1977.600| 0.550|  0.275| | 114.6|   0.0| |   0.0|   0.0|   0.0|    0.0|VBO
19324+5024|  11|   39.6180|d| 49221.580| 0.500|  0.000| |   0.0| 353.8|A|   0.0|  20.0|   0.0|  -55.2|M.Smekhov  PAZH 1998
19365+1335|  11|    2.5133|d| 43647.363| 0.002|  0.000| |   0.0|   0.0|A|   0.0|  40.8|   0.0|  -16.9|ApJS 74 551 1990 Abt (SB 1170)
19403-6204|  11|   61.4480|y|  1932.015| 0.671|  0.302|"| 110.6| 131.1|B| 154.6|   0.0|   0.0|    0.0|VBO
19426+3329|  12|  224.6800|y|  1945.237| 0.762|  2.048|"|  94.8| 132.1|B| 152.7|   0.0|   0.0|    0.0|VBO
19445+1853|  11|   22.8000|y|  1933.350| 0.850|  0.146|"| 163.7| 180.0|B| 135.0|   0.0|   0.0|    0.0|VBO
19475-1451|   1|   38.4000|y|  1998.900| 0.770|  0.000| |   0.0| 167.0|A|   0.0|   0.0|   0.0|    0.0|A&A 324 988 1997 Mayer
19475-1451|  11|    1.1829|d| 25501.080| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 101.3| 195.0|    1.9|ApJ 387 631 1992 Tomkin
19499-0700|   1|  378.0000|y|  1972.500| 0.936|  1.090|"|  82.5| 142.0|B| 101.5|   0.0|   0.0|    0.0|AJ 111 412 1996 Heintz
19506+4410|  11|   15.2200|y|  1983.100| 0.320|  0.800| |  80.0|  38.0|A| 135.0|   0.0|   0.0|    0.0|AJ 100 559 1990 Harrington
19516+4136|   1|   25.7000|y|  1988.200| 0.500|  0.270|"|  43.0| 236.0|B|  34.0|   0.0|   0.0|    0.0|A&A 341 121 1999 Soderhjelm
19516+4136|  11|  155.1000|d| 42087.000| 0.260|  0.000| |   0.0|  58.0|A|   0.0|   2.8|   0.0|  -20.5|SB 1187
19567+1028|   1| 2356.0000|y|     0.888| 0.670|  3.822|"| 162.0|  52.2|B|  81.5|   0.0|   0.0|    0.0|VBO
19567+1028|  11|    4.4696|d| 23802.192| 0.100|  0.000| |   0.0| 294.5|A|   0.0|  41.3|   0.0|  -43.0|SB 1194
20008+1512|  11|  198.7160|d| 43721.100| 0.050|  0.000| |   0.0|  99.3|A|   0.0|  12.9|   0.0| -111.7|SB 1198
20030+0907|  12|   23.8437|d| 50313.300| 0.123|  0.000| |   0.0| 152.7|A|   0.0|  16.2|  16.6|  -27.1|PAZh 24 343 1998 Tokovinin
20036+3526|  11|    8.3343|d| 24039.940| 0.260|  0.000| |   0.0|   0.5|A|   0.0| 157.0| 168.5|   -5.4|SB 1206
20055+3511|  12|    1.8179|d| 44835.400| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 104.5| 174.6|  -39.0|SB 1210
20147+1403|  11| 1092.0000|d| 47390.500| 0.039|  0.000| |   0.0| 355.0|A|   0.0|  23.4|   0.0|  -23.4|J.Astroph.Astron. 11 491 1990
20154-1506| 111| 1374.2300|d| 21522.330| 0.432|  0.050| |  32.8| 120.1|A|  84.0|  22.4|  19.6|  -19.0|SB 1224
20154-1506| 111| 1374.2300|d| 21522.330| 0.432| 28.750|m| 212.8| 120.1| |  84.0|   0.0|   0.0|    0.0| HIP 100345 001000 m
20154-1506|1112|    8.6777|d| 28383.379| 0.340|  0.000| |   0.0| 340.0|A|   0.0|  35.1|   0.0|    0.0|SB 1223
20166+3905|  11|   90.0000|y|  1944.500| 0.920|  0.214|"|  22.5| 266.0|B|  45.6|   0.0|   0.0|    0.0|VBO
20171+1911|   1|   35.0000|y|  1987.780| 0.433|  0.156|"| 350.1| 137.4|B|  86.2|   0.0|   0.0|    0.0|PAZh 20 513 1994 Tokovinin
20171+1911|  11|   70.5330|d| 49231.320| 0.463|  0.000| |   0.0| 185.2|A|   0.0|  30.0|   0.0|    7.1|PAZh 20 513 1994 Tokovinin
20300+3454|  11| 1117.0000|d| 47088.500| 0.000|  0.000| |   0.0|   0.0|A|   0.0|   2.0|   0.0|   -4.6|Observ. 112 111 1992 Griffin
20337-1518|   1|  200.0000|y|  1913.000| 0.570|  0.310|"|  96.0| 251.2|B|  75.0|   0.0|   0.0|    0.0|VBO
20346+0437|   1|   39.4000|y|  1963.350| 0.120|  0.800|"| 128.3| 105.5|A|  85.4|   3.2|   0.0|  -40.9|VBO
20346+0437|  11|  920.2000|d| 45332.700| 0.750|  0.000| |   0.0| 128.0|A|  17.5|   4.1|   6.3|  -39.2|SB 1253
20373+3844|  11|  106.2800|d| 43508.900| 0.570|  0.000| |   0.0| 324.0|A|   0.0|  14.5|   0.0|  -20.4|SB 1255
20388+7514|   1|   32.0000|y|  1998.000| 0.580|  0.500|"| 202.0| 226.0|B|  27.0|   0.0|   0.0|    0.0|A&A 341 121 1999 Soderhjelm
20388+7514|  11|    0.2783|d| 31984.665| 0.000|  0.000| |   0.0|   0.0|A|  60.0|  75.0| 230.0|  -35.0|SB 1258
20435+3607|   1|  391.3000|y|  1795.000| 0.450|  0.777|"| 138.6| 298.4|B| 133.8|   0.0|   0.0|    0.0|VBO
20435+3607|  11|   11.6400|y|  1982.190| 0.524|  0.048|"| 150.0| 272.0|B| 135.0|   0.0|   0.0|    0.0|IAU #105 1987 Balega
20442+3855| 111|   18.5972|d| 32309.030| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  93.2|   0.0|   -4.6|SB 1261
20541+0355|  11|  101.4000|y|  1920.210| 0.702|  0.656|"| 105.2| 339.3|B|  92.8|   0.0|   0.0|    0.0|VBO
20541+0355| 111|    2.0313|d| 40051.360| 0.170|  0.000| |   0.0|  51.0|A|   0.0|  15.8|   0.0|    7.8|SB 1275
20562+3941|   1|   27.0000|y|  1977.000| 0.500|  0.660|"|  97.0| 168.0|B|  48.1|   3.3|   7.2|  -33.7|A&AS 87 49 1991+A&A 200 135 88
20562+3941|  11|    3.2762|d| 45912.512| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  40.1|  57.6|  -32.9|SB 1280
20597+0308|  12|  190.0000|y|  2000.000| 0.700|  0.725|"| 125.3|  47.0|B|  54.5|   0.0|   0.0|    0.0|A&AS 72 543 1988 Heintz
21044+2948|  11|  154.0720|d| 42629.900| 0.311|  0.000| |   0.0| 342.1|A|   0.0|   9.5|   0.0|  -25.9|Obs. 109 225 1989 Barlow
21044+2948| 111|    3.3131|d| 42669.515| 0.000|  0.000| |   0.0|   0.0| |   0.0|  21.8|   0.0|    0.0|Obs. 109 225 1989 Barlow
21085+0648|  11|  113.0000|y|  1938.000| 0.830|  0.348|"| 163.0| 342.0|B| 115.2|   0.0|   0.0|    0.0|VBO
21095-0115|  11|   81.4000|y|  1943.200| 0.195|  0.181|"| 124.8| 258.0|B| 127.0|   0.0|   0.0|    0.0|A&AS 64 1 1986 Heintz
21108+3737|  11|   49.9000|y|  1939.600| 0.250|  0.880|"| 159.7| 119.0|B| 134.2|   0.0|   0.0|    0.0|VBO
21138+1109|   1|   78.5400|y|  1987.048| 0.865|  0.518|"| 255.0| 171.9|A| 100.4|   6.1|  14.0|    6.2|Fekel et al. AJ 1997
21138+1109|  11|    3.9660|d| 46622.520| 0.003|  0.000| |   0.0| 271.0|A|  50.7|  66.0|  69.7|    6.2|Fekel et al. AJ 1997
21140-2645|   1|  349.2000|y|  2044.000| 0.060|  3.500|"| 294.4| 117.0|B|  75.1|   0.0|   0.0|    0.0|AJ 107 306 1994 Hale
21140-2645|  11|   21.3462|d| 19224.110| 0.250|  0.000| |   0.0|  89.5|A|   0.0|  24.0|   0.0|  -17.2|SB 1292
21146+5810|  11|  225.4400|d| 23803.980| 0.230|  0.000| |   0.0|  16.6|A|   0.0|  21.9|   0.0|   -6.1|SB 1294
21146+5810| 111|    5.4136|d| 23635.140| 0.110|  0.000| |   0.0|  58.5|A|   0.0|  40.0|   0.0|  -11.1|SB 1293
21165+0955|   1|    6.1070|y|  1985.974| 0.870|  0.105|"| 120.6| 219.6|A| 133.0|  21.3|   0.0|  -19.0|SB 1296 + AJ 110 1860 1995
21165+0955|  11|    2.2361|d| 40431.085| 0.060|  0.000| |   0.0|  20.4|A|   0.0|  76.7|   0.0|  -24.0|SB 1297
21175+1922|  12| 1111.0000|d| 44281.500| 0.290|  0.000| |   0.0| 260.0|A|   0.0|   7.2|   0.0|  -76.8|SB 1301 (Obs. 107 1 1987)
21194+5708|  11|  156.5000|y|  1894.400| 0.620|  0.730|"|  44.8| 120.2|B|  48.6|   0.0|   0.0|    0.0|VBO
21274+7007|  11|   91.6000|y|  1914.600| 0.650|  0.204|"| 223.7|  34.9|A|  88.8|   8.0|   0.0|   -6.6|A&A 253 178 1992+ IAU Symp. 158
21344-0030|   1|   48.7000|y|  1923.010| 0.860|  0.423|"| 139.8| 295.0|B|  55.2|   0.0|   0.0|    0.0|VBO
21344-0030|  11|    5.8839|d| 46989.080| 0.071|  0.000| |   0.0| 286.0|A|   0.0|  14.6|   0.0|  -14.2|Observ. 116 162 1996 Griffin+
21351+0844|  11| 1464.0000|d| 43120.000| 0.520|  0.000| |   0.0| 275.0|A|   0.0|   4.4|   0.0|  -22.6|SB 1319
21351+0844| 111|    2.6282|d| 40286.435| 0.000|  0.000| |   0.0|   0.0|A|  72.1|  89.4| 144.4|    0.0|SB 1320
21359+5702|  11|    3.7098|d| 41819.640| 0.090|  0.000| |   0.0| 332.3|A|   0.0| 103.7| 298.0|   -6.4|SB 1321
21384+4037|  11|   26.8200|y|  1975.510| 0.335|  0.153|"|  33.2| 206.0|B| 148.5|   0.0|   0.0|    0.0|A&AS 64 1 1984 Heintz
21384+4037|  12|  109.1000|y|  1954.600| 0.800|  0.250|"|  20.5| 355.0|B| 102.0|   0.0|   0.0|    0.0|VBO
21384+4037| 111|    1.7290|d| 24255.750| 0.000|  0.000| |   0.0|   0.0|A|  41.7| 110.0| 110.0|  -25.5|SB 1324
21401+2511|  11|   11.6000|y|  1979.207| 0.313|  0.236|"| 288.8| 304.2|B| 108.0|   0.0|   0.0|    0.0|AJ 98 1014 1989 Hartkopf et al.
21401+2511| 112|    5.9716|d| 44457.656| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  42.1|   0.0|   -0.8|A&A 171 157 1987 ( SB 1329)
21468+6619|  11|    2.7257|d| 28396.623| 0.030|  0.000| |   0.0| 146.9|A|   0.0|  30.7|   0.0|  -15.3|SB 1336
21482-2029|  12|  105.8800|y|  1952.400| 0.300|  0.320|"|  78.3|  31.1|B| 126.2|   0.0|   0.0|    0.0|VBO
21570-1726|  11|    0.9450|d| 36814.418| 0.000|  0.000| |   0.0|   0.0|A|   0.0|  97.9|   0.0|   15.0|SB 1346
22009+6408|   1| 3800.0000|y|     1.750| 0.240| 11.500|"|  85.0| 114.0|B| 109.0|   0.0|   0.0|    0.0|VBO
22009+6408|  11|  810.9000|d| 38529.800| 0.460| 73.300|m|  93.5| 286.0|B|  79.9|   7.1|  19.9|  -10.7|SB 1350 + IAU Symp. 158 1993
22018+8223|  12|    1.1522|d| 23213.363| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 105.6| 112.4|  -17.0|SB 1352
22150+5537|  11|    6.6884|d| 43690.300| 0.000|  0.000| |   0.0|   0.0|A|   0.0| 247.0|  56.0| -128.0|SB 1369
22150+5537|  12|    3.4690|d| 43689.590| 0.000|  0.000| |   0.0|   0.0| |   0.0|  66.0|   0.0|  -55.0|ApJ 244 157 1981 Massey
22237-0032|   1|  760.0000|y|  1968.000| 0.500|  4.507|"| 304.6|  63.4|B| 135.9|   0.0|   0.0|    0.0|AJ 89 1068 1984 Heintz
22237-0032|  12|   25.7000|y|  1981.200| 0.590|  0.076|"| 202.7|  22.8|B|  34.3|   0.0|   0.0|    0.0|AJ 89 1068 1984 Heintz
22329-1552|   1|    2.2000|y|  1987.000| 0.410|  0.360|"| 163.0| 340.0|B| 112.0|   0.0|   0.0|    0.0|A&A 236 399 1990 Leinert et al.
22333-2108|  11|    4.0832|d| 37144.123| 0.010|  0.000| |   0.0| 356.0|A|   0.0|  46.8|  58.1|   -8.7|SB 1389
22336+7221|  11|   49.0000|y|  1944.000| 0.948|  0.257|"|  74.7| 123.0|B|  63.0|   0.0|   0.0|    0.0|A&AS 65 411 1986 Heintz
22336+7221| 111|    4.5705|d| 50339.480| 0.029|  0.000| |   0.0| 160.0|A|   0.0|  45.0|   0.0|  -10.2|PAZh 24 343 1998 Tokovinin
22344+4347|   1|   29.8890|y|  1979.838| 0.330|  0.331|"| 154.0|  83.2|B|  88.0|   8.4|   5.9|  -22.6|AJ 111 370 1996 + SB 1390
22344+4347|  12|  551.6000|d| 46104.000| 0.050|  0.000| |   0.0| 352.0|A|  90.0|  13.1|  18.1|    0.0|SB 1391
22346+3651|  11|    1.2545|d| 34994.620| 0.040|  0.000| |   0.0| 238.0|A|   0.0|  64.2|   0.0|  -11.9|SB 1392
22359+1401|  11|   20.8500|y|  1983.600| 0.729|  0.290|"|  69.6| 201.0|A| 138.5|  13.6|   0.0|  -10.5|A&AS 64 1 1986 Heintz + SB 1395
22370+2054|   1|  636.0000|y|  2087.000| 0.000|  1.460|"|  27.1|   0.0|B| 126.9|   0.0|   0.0|    0.0|VBO
22370+2054|  11|   82.0000|y|  1965.000| 0.000|  0.074|"|  13.8|   0.0|B|  42.2|   0.0|   0.0|    0.0|VBO
22388+4638|  12|  240.0000|y|  1985.000| 0.300|  0.143|"| 208.0| 110.0|B|  99.0|   0.0|   0.0|    0.0|T98, prelim.
22399-0311|  12|  195.0000|y|  1913.000| 0.540|  0.408|"|  52.3| 143.0|B| 142.0|   0.0|   0.0|    0.0|VBO
22417+6736| 111|    2.1418|d| 27929.948| 0.030|  0.000| |   0.0| 340.0|A|   0.0|  95.0| 205.0|  -17.4|SB 1397
22442+6432|  11|    1.7748|d| 34989.404| 0.000|  0.000| |   0.0|   0.0|A|  76.5| 249.0| 283.0|  -21.0|SB 1401
22482-1209|   1|   18.1300|y|  1991.790| 0.063| 78.300|m| 110.0| 286.0|B|  64.5|   0.0|   0.0|    0.0|AJ 114 808 1996 Mason
22482-1209|  11|    3.4298|d| 41989.070| 0.050|  0.000| |   0.0|  66.0|A|  51.8|  95.3| 115.1|   -7.1|SB 1403
22491+3724|  11|    0.3207|d| 23373.037| 0.000|  0.000| |   0.0|   0.0| |   0.0| 202.5| 172.5|  -22.5|SB 1405
22492+4413|   1|  104.5000|y|  1939.800| 0.540|  0.647|"| 202.3| 199.3|B|  43.0|   0.0|   0.0|    0.0|VBO
22492+4413|  11|   24.1635|d| 40000.414| 0.200|  0.000| |   0.0|   5.0|A|   0.0|  10.1|   0.0|    6.7|SB 1406
22518+4104|  11|   12.0970|d| 33841.300| 0.040|  0.000| |   0.0| 104.0|A|   0.0|  23.0|   0.0|  -13.0|SB 1409
22524+2409|   1|   30.5000|y|  1987.480| 0.377|  0.183|"|  16.2| 177.5|A|  22.3|   1.5|   3.5|    0.4|PAZh 20 513 1994 Tokovinin
22524+2409|  11|  118.4820|d| 49197.300| 0.180|  0.000| |   0.0| 145.0|A|   0.0|  16.2|   0.0|    0.9|PAZh 20 513 1994 Tokovinin
22573+4147|   1|   68.6000|y|  1949.500| 0.480|  0.277|"| 191.0|  46.1|B| 103.6|   0.0|   0.0|    0.0|AJ 111 370 1996 Hartkopf et al
22573+4147|  11|   23.5000|y| 39050.000| 0.220|  0.000| |   0.0| 172.0|A|   0.0|  16.7|   0.0|  -22.3|SB 1415 - false?
22573+4147|  12|   33.0100|d| 46925.300| 0.240|  0.000| |   0.0| 226.2| |   0.0|  54.8|  71.6|  -14.3|PASP 100 243 1988 Hill et al.
23047+7451|   1|  168.0000|y|  1934.000| 0.610|  0.810|"|  81.0|  98.0|B|  30.0|   1.9|   0.0|  -18.7|A&A 341 121 1999 + SB 1425
