#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
    7306|x|  12333| 5980.0| 3055.5|      |      | 0|22.020|0.0150| 1|20.473|0.0202| 1|      |      | 0|      |      |0|   |0|01 00 28.33|+85 09 07.7|    7187|  12333|       |  |   |   |       |      |7208|    |    |   |
    7307|x|  12334| 5981.8| 2653.0|      |      | 0|19.247|0.0158| 1|18.532|0.0158| 1|      |      | 0|      |      |0|  0|1|01 00 20.13|+85 05 46.7|    7188|  12334|       |  |   |   |       |      |9386|    |    |   |
    7308|x|  12335| 5983.1| 4412.4|      |      | 0|17.878|0.0157| 1|16.905|0.0160| 1|      |      | 0|      |      |0|  0|1|01 01 01.06|+85 20 24.9|    7189|  12335|       |  |   |   |       |      |6595|    |    |   |
    7309|x|  12337| 5983.7| 3326.9|      |      | 0|      |      | 0|20.799|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 35.88|+85 11 23.1|    7190|  12337|       |  |   |   |       |      |7205|    |    |   |
    7310|x|  12338| 5984.4| 5083.8|      |      | 0|17.923|0.0157| 1|17.228|0.0152| 1|      |      | 0|      |      |0|  0|1|01 01 18.19|+85 26 00.0|    7191|  12338|       |  |   |   |       |      |6546|    |    |   |
    7311|x|  12339| 5984.9| 4454.9|      |      | 0|20.845|0.0175| 1|19.505|0.0158| 1|      |      | 0|      |      |0|  0|1|01 01 02.84|+85 20 46.1|    7192|  12339|       |  |   |   |       |      |6593|    |    |   |
    7312|x|  12340| 5987.1| 4047.3|      |      | 0|20.927|0.0152| 1|20.165|0.0170| 1|      |      | 0|      |      |0|  0|1|01 00 53.96|+85 17 22.6|    7193|  12340|       |  |   |   |       |      |6607|    |    |   |
    7313|x|  12341| 5987.3| 5778.3|      |      | 0|22.164|0.0150| 1|20.621|0.0189| 1|      |      | 0|      |      |0|   |0|01 01 37.30|+85 31 46.5|    7194|  12341|       |  |   |   |       |      |2411|    |    |   |
    7314|x|  12342| 5987.5| 3139.0|      |      | 0|21.885|0.0150| 1|20.389|0.0165| 1|      |      | 0|      |      |0|   |0|01 00 33.13|+85 09 49.2|    7195|  12342|       |  |   |   |       |      |7206|    |    |   |
    7315|x|  12343| 5987.9| 4921.3|      |      | 0|13.313|0.0257| 2|12.795|0.0146| 2|      |      | 0|      |      |0|  0|2|01 01 15.58|+85 24 38.8|    7196|  12343|       |  |654|   |       |      |6562|    |    |   |
    7316|x|  12344| 5988.0| 3573.1|      |      | 0|21.875|0.0150| 1|20.342|0.0180| 1|      |      | 0|      |      |0|   |0|01 00 43.23|+85 13 25.9|    7197|  12344|       |  |   |   |       |      |6632|    |    |   |
    7317|x|  12345| 5989.8| 4981.1|      |      | 0|17.915|0.0153| 1|17.334|0.0151| 1|      |      | 0|      |      |0|  0|1|01 01 17.84|+85 25 08.6|    7198|  12345|       |  |   |   |       |      |6555|    |    |   |
    7318|x|  12346| 5989.9| 6143.1|      |      | 0|21.631|0.0315| 1|19.996|0.0161| 1|      |      | 0|      |      |0|   |0|01 01 48.15|+85 34 48.5|    7199|  12346|       |  |   |   |       |      |2175|    |    |   |
    7319|x|  12347| 5990.0| 4941.0|      |      | 0|19.503|0.0159| 1|18.215|0.0152| 1|      |      | 0|      |      |0|  0|1|01 01 16.91|+85 24 48.5|    7200|  12347|       |  |   |   |       |      |6558|    |    |   |
    7320|x|  12348| 5990.6| 2848.6|      |      | 0|21.325|0.0150| 1|20.711|0.0219| 1|      |      | 0|      |      |0|   |0|01 00 27.90|+85 07 24.1|    7201|  12348|       |  |   |   |       |      |6680|    |    |   |
    7321|x|  12349| 5991.9| 2344.9|      |      | 0|20.120|0.0172| 1|19.564|0.0154| 1|      |      | 0|      |      |0|  0|1|01 00 17.38|+85 03 12.6|    7202|  12349|       |  |   |   |       |      |9402|    |    |   |
    7322|x|  12350| 5992.0| 5146.6|      |      | 0|18.178|0.0154| 1|17.433|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 22.95|+85 26 31.1|    7203|  12350|       |  |   |   |       |      |2434|    |    |   |
    7323|x|  12353| 5992.6| 3455.1|      |      | 0|21.002|0.0186| 1|20.376|0.0192| 1|      |      | 0|      |      |0|   |0|01 00 42.34|+85 12 26.8|    7204|  12353|       |  |   |   |       |      |6639|    |    |   |
    7324|x|  12355| 5993.9| 5787.8|      |      | 0|21.021|0.0192| 1|19.737|0.0157| 1|      |      | 0|      |      |0|   |0|01 01 40.36|+85 31 51.1|    7205|  12355|       |  |   |   |       |      |2194|    |    |   |
    7325|x|  12356| 5995.3| 2359.7|      |      | 0|      |      | 0|20.333|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 18.99|+85 03 19.9|    7206|  12356|       |  |   |   |       |      |9503|    |    |   |
    7326|x|  12357| 5995.5| 4943.5|      |      | 0|21.038|0.0182| 1|20.281|0.0173| 1|      |      | 0|      |      |0|  0|1|01 01 19.29|+85 24 49.6|    7207|  12357|       |  |   |   |       |      |6557|    |    |   |
    7327|x|  12359| 5995.8| 3042.9|      |      | 0|20.650|0.0182| 1|19.223|0.0223| 1|      |      | 0|      |      |0|  0|1|01 00 34.27|+85 09 00.9|    7208|  12359|       |  |   |   |       |      |6666|    |    |   |
    7328|x|  12361| 5997.8| 3710.7|      |      | 0|16.924|0.0175| 1|16.283|0.0154| 1|      |      | 0|      |      |0|  0|1|01 00 50.33|+85 14 34.3|    7209|  12361|       |  |   |   |       |      |6628|    |    |   |
    7329|x|  12363| 6002.3| 2928.3|      |      | 0|16.450|0.0172| 1|15.478|0.0186| 1|      |      | 0|      |      |0|  0|1|01 00 34.22|+85 08 03.6|    7210|  12363|       |  |   |   |       |      |6676|    |    |   |
    7330|x|  12364| 6002.4| 6533.6|      |      | 0|21.788|0.0150| 1|20.201|0.0150| 1|      |      | 0|      |      |0|   |0|01 02 04.24|+85 38 03.0|    7211|  12364|       |  |   |   |       |      |2146|    |    |   |
    7331|x|  12365| 6003.0| 1725.6|      |      | 0|19.085|0.0165| 1|18.203|0.0182| 1|      |      | 0|      |      |0|   |0|01 00 08.47|+84 58 03.1|    7212|  12365|       |  |   |   |       |      |9423|    |    |   |
    7332|x|  12366| 6004.1| 2410.5|      |      | 0|20.701|0.0163| 1|19.167|0.0154| 1|      |      | 0|      |      |0|   |0|01 00 23.52|+85 03 45.0|    7213|  12366|       |  |   |   |       |      |9398|    |    |   |
    7333|x|  12367| 6004.7| 2845.3|      |      | 0|21.444|0.0150| 1|20.124|0.0191| 1|      |      | 0|      |      |0|   |0|01 00 33.33|+85 07 22.1|    7214|  12367|       |  |   |   |       |      |6681|    |    |   |
    7334|x|  12368| 6004.8|  836.2|      |      | 0|11.783|0.1010| 1|10.460|0.0638| 1|      |      | 0|      |      |0| 21|1|00 59 50.95|+84 50 39.1|    7215|  12368|       |  |250|   |       |      |    |    |    |   |
    7335|x|  12372| 6007.2| 4517.5|      |      | 0|22.681|0.0150| 1|21.446|0.0230| 1|      |      | 0|      |      |0|   |0|01 01 13.51|+85 21 16.7|    7216|  12372|       |  |   |   |       |      |7066|    |    |   |
    7336|x|  12373| 6007.7| 6083.0|      |      | 0|21.076|0.0170| 1|19.424|0.0164| 1|      |      | 0|      |      |0|   |0|01 01 54.19|+85 34 17.9|    7217|  12373|       |  |   |   |       |      |2178|    |    |   |
    7337|x|  12374| 6009.3| 3068.3|      |      | 0|20.114|0.0166| 1|19.081|0.0216| 1|      |      | 0|      |      |0|  0|1|01 00 40.15|+85 09 13.3|    7218|  12374|       |  |   |   |       |      |6664|    |    |   |
    7338|x|  12375| 6010.4| 2889.5|      |      | 0|      |      | 0|21.076|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 36.53|+85 07 44.0|    7219|  12375|       |  |   |   |       |      |7249|    |    |   |
    7339|x|  12377| 6010.7| 3138.9|      |      | 0|17.433|0.0179| 1|16.696|0.0179| 1|      |      | 0|      |      |0| 75|1|01 00 42.28|+85 09 48.4|    7220|  12377|       |  |   |   |       |      |6652|    |    |   |
    7340|x|  12378| 6011.3| 2714.6|      |      | 0|21.938|0.0150| 1|20.026|0.0799| 1|      |      | 0|      |      |0|   |0|01 00 32.99|+85 06 16.7|    7221|  12378|       |  |   |   |       |      |9593|    |    |   |
    7341|x|  12379| 6011.4| 6322.0|      |      | 0|22.131|0.0150| 1|20.918|0.0150| 1|      |      | 0|      |      |0|   |0|01 02 02.31|+85 36 17.1|    7222|  12379|       |  |   |   |       |      |2155|    |    |   |
    7342|x|  12381| 6012.6| 2369.4|      |      | 0|20.196|0.0166| 1|18.996|0.0157| 1|      |      | 0|      |      |0|  0|1|01 00 25.90|+85 03 24.3|    7223|  12381|       |  |   |   |       |      |9400|    |    |   |
    7343|x|  12385| 6017.0| 6041.7|      |      | 0|18.358|0.0151| 1|17.261|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 57.05|+85 33 57.0|    7224|  12385|       |  |   |   |       |      |2179|    |    |   |
    7344|x|  12389| 6020.6| 2974.1|      |      | 0|21.373|0.0150| 1|19.447|0.0755| 1|      |      | 0|      |      |0|   |0|01 00 42.44|+85 08 25.9|    7225|  12389|       |  |   |   |       |      |6673|    |    |   |
    7345|x|  12390| 6021.5| 3345.1|      |      | 0|19.225|0.0160| 1|18.559|0.0157| 1|      |      | 0|      |      |0|  0|1|01 00 51.32|+85 11 31.1|    7226|  12390|       |  |   |   |       |      |6641|    |    |   |
    7346|x|  12391| 6021.8| 3780.4|      |      | 0|18.845|0.0186| 1|18.291|0.0157| 1|      |      | 0|      |      |0|  1|1|01 01 01.62|+85 15 08.3|    7227|  12391|       |  |   |   |       |      |6621|    |    |   |
    7347|x|  12392| 6022.5| 5406.6|      |      | 0|21.351|0.0221| 1|20.797|0.0198| 1|      |      | 0|      |      |0|   |0|01 01 42.48|+85 28 39.9|    7228|  12392|       |  |   |   |       |      |2218|    |    |   |
    7348|x|  12393| 6023.1| 5450.0|      |      | 0|16.396|0.0168| 1|15.350|0.0151| 1|      |      | 0|      |      |0|  0|1|01 01 43.85|+85 29 01.6|    7229|  12393|       |  |   |   |       |      |2214|    |    |   |
    7349|x|  12394| 6023.3| 5036.8|      |      | 0|21.015|0.0195| 1|20.284|0.0160| 1|      |      | 0|      |      |0|   |0|01 01 33.22|+85 25 35.3|    7230|  12394|       |  |   |   |       |      |6550|    |    |   |
    7350|x|  12396| 6023.5| 3247.0|      |      | 0|21.829|0.0150| 1|20.252|0.0177| 1|      |      | 0|      |      |0|   |0|01 00 49.83|+85 10 42.1|    7231|  12396|       |  |   |   |       |      |6646|    |    |   |
    7351|x|  12397| 6023.6| 1111.3|      |      | 0|12.703|0.1010| 1|10.970|0.0638| 1|      |      | 0|      |      |0| 50|1|01 00 03.52|+84 52 55.9|    7232|  12397|       |  |283|   |       |      |    |    |    |   |
    7352|x|  12398| 6024.8| 5784.3|      |      | 0|19.578|0.0152| 1|18.590|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 53.46|+85 31 48.3|    7233|  12398|       |  |   |   |       |      |2195|    |    |   |
    7353|x|  12400| 6026.9| 4487.1|      |      | 0|19.187|0.0167| 1|18.290|0.0164| 1|      |      | 0|      |      |0|  1|1|01 01 20.86|+85 21 00.9|    7234|  12400|       |  |   |   |       |      |6592|    |    |   |
    7354|x|  12401| 6026.9| 3299.4|      |      | 0|21.925|0.0150| 1|20.593|0.0224| 1|      |      | 0|      |      |0|   |0|01 00 52.41|+85 11 08.1|    7235|  12401|       |  |   |   |       |      |7204|    |    |   |
    7355|x|  12402| 6027.3| 3071.8|      |      | 0|18.147|0.0155| 1|17.684|0.0169| 1|      |      | 0|      |      |0|  0|1|01 00 47.31|+85 09 14.5|    7236|  12402|       |  |   |   |       |      |6663|    |    |   |
    7356|x|  12403| 6027.7| 6419.4|      |      | 0|18.318|0.0158| 1|17.306|0.0162| 1|      |      | 0|      |      |0|  0|1|01 02 12.11|+85 37 05.2|    7237|  12403|       |  |   |   |       |      |2150|    |    |   |
    7357|x|  12405| 6029.6| 2303.6|      |      | 0|17.192|0.0154| 1|16.174|0.0154| 1|      |      | 0|      |      |0|  0|1|01 00 31.03|+85 02 51.0|    7238|  12405|       |  |   |   |       |      |9404|    |    |   |
    7358|x|  12406| 6031.9| 5802.8|      |      | 0|16.377|0.0152| 1|15.477|0.0153| 1|      |      | 0|      |      |0|  0|1|01 01 57.01|+85 31 57.3|    7239|  12406|       |  |   |   |       |      |2191|    |    |   |
    7359|x|  12407| 6033.3| 6382.3|      |      | 0|20.953|0.0186| 1|19.374|0.0192| 1|      |      | 0|      |      |0|   |0|01 02 13.49|+85 36 46.5|    7240|  12407|       |  |   |   |       |      |2152|    |    |   |
    7360|x|  12408| 6034.4| 3231.7|      |      | 0|21.441|0.0150| 1|19.999|0.0155| 1|      |      | 0|      |      |0|   |0|01 00 53.77|+85 10 34.1|    7241|  12408|       |  |   |   |       |      |6649|    |    |   |
    7361|x|  12409| 6034.6| 6093.6|      |      | 0|22.337|0.0150| 1|20.622|0.0154| 1|      |      | 0|      |      |0|   |0|01 02 06.08|+85 34 22.4|    7242|  12409|       |  |   |   |       |      |2395|    |    |   |
    7362|x|  12410| 6035.2| 3736.3|      |      | 0|18.202|0.0173| 1|17.625|0.0162| 1|      |      | 0|      |      |0|  0|1|01 01 05.98|+85 14 45.9|    7243|  12410|       |  |   |   |       |      |6623|    |    |   |
    7363|x|  12412| 6036.6| 2361.9|      |      | 0|15.318|0.0226| 2|14.244|0.0148| 2|      |      | 0|      |      |0| 78|2|01 00 35.01|+85 03 19.9|    7244|  12412|       |  |   |   |       |      |9401|  20|    |   |
    7364|x|  12414| 6037.4| 2961.9|      |      | 0|21.898|0.0150| 1|20.142|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 48.79|+85 08 19.3|    7245|  12414|       |  |   |   |       |      |7250|    |    |   |
    7365|x|  12415| 6037.7| 5434.7|      |      | 0|22.189|0.0150| 1|21.288|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 49.64|+85 28 53.5|    7246|  12415|       |  |   |   |       |      |2216|    |    |   |
    7366|x|  12416| 6037.8| 5439.2|      |      | 0|21.433|0.0150| 1|20.188|0.0161| 1|      |      | 0|      |      |0|   |0|01 01 49.81|+85 28 55.7|    7247|  12416|       |  |   |   |       |      |2215|    |    |   |
    7367|x|  12417| 6038.1| 3013.5|      |      | 0|20.793|0.0163| 1|19.368|0.0207| 1|      |      | 0|      |      |0|  1|1|01 00 50.24|+85 08 45.1|    7248|  12417|       |  |   |   |       |      |6670|    |    |   |
    7368|x|  12418| 6038.5| 4666.7|      |      | 0|22.177|0.0150| 1|21.352|0.0172| 1|      |      | 0|      |      |0|   |0|01 01 30.12|+85 22 30.2|    7249|  12418|       |  |   |   |       |      |7058|    |    |   |
    7369|x|  12419| 6038.5| 5296.3|      |      | 0|20.072|0.0168| 1|19.379|0.0163| 1|      |      | 0|      |      |0|  0|1|01 01 46.32|+85 27 44.4|    7250|  12419|       |  |   |   |       |      |2234|    |    |   |
    7370|x|  12420| 6039.7| 4861.2|      |      | 0|18.547|0.0156| 1|17.823|0.0156| 1|      |      | 0|      |      |0|  0|1|01 01 35.55|+85 24 07.2|    7251|  12420|       |  |   |   |       |      |6570|    |    |   |
    7371|x|  12421| 6040.2| 4931.4|      |      | 0|18.452|0.0154| 1|17.619|0.0152| 1|      |      | 0|      |      |0|  0|1|01 01 37.57|+85 24 42.3|    7252|  12421|       |  |   |   |       |      |6561|    |    |   |
    7372|x|  12422| 6040.3| 5303.4|      |      | 0|17.758|0.0181| 1|16.830|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 47.25|+85 27 47.9|    7253|  12422|       |  |   |   |       |      |2232|    |    |   |
    7373|x|  12423| 6040.5| 4905.7|      |      | 0|22.058|0.0150| 1|21.329|0.0305| 1|      |      | 0|      |      |0|   |0|01 01 37.03|+85 24 29.4|    7254|  12423|       |  |   |   |       |      |7039|    |    |   |
    7374|x|  12424| 6040.9| 3008.9|      |      | 0|19.516|0.0172| 1|18.669|0.0179| 1|      |      | 0|      |      |0|  0|1|01 00 51.22|+85 08 42.7|    7255|  12424|       |  |   |   |       |      |6671|    |    |   |
    7375|x|  12426| 6042.2| 4107.8|      |      | 0|17.021|0.0190| 1|16.384|0.0160| 1|      |      | 0|      |      |0|  0|1|01 01 17.75|+85 17 51.1|    7256|  12426|       |  |   |   |       |      |6604|    |    |   |
    7376|x|  12427| 6042.4| 4014.8|      |      | 0|18.898|0.0182| 1|17.699|0.0157| 1|      |      | 0|      |      |0|  0|1|01 01 15.59|+85 17 04.7|    7257|  12427|       |  |   |   |       |      |6608|    |    |   |
    7377|x|  12428| 6043.1| 2615.4|      |      | 0|21.562|0.0150| 1|19.840|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 43.16|+85 05 26.2|    7258|  12428|       |  |   |   |       |      |9493|    |    |   |
    7378|x|  12430| 6043.8| 3382.8|      |      | 0|22.935|0.0150| 1|21.154|0.0194| 1|      |      | 0|      |      |0|   |0|01 01 01.05|+85 11 49.3|    7259|  12430|       |  |   |   |       |      |7227|    |    |   |
    7379|x|  12431| 6044.3| 3495.3|      |      | 0|      |      | 0|20.965|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 03.88|+85 12 45.4|    7260|  12431|       |  |   |   |       |      |7145|    |    |   |
    7380|x|  12432| 6044.3| 3359.6|      |      | 0|      |      | 0|21.350|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 00.69|+85 11 37.6|    7261|  12432|       |  |   |   |       |      |7228|    |    |   |
    7381|x|  12433| 6044.6| 4034.6|      |      | 0|22.105|0.0200| 1|20.539|0.0159| 1|      |      | 0|      |      |0|   |0|01 01 16.95|+85 17 14.5|    7262|  12433|       |  |   |   |       |      |7114|    |    |   |
    7382|x|  12435| 6044.7| 2153.7|      |      | 0|21.345|0.0179| 1|19.823|0.0158| 1|      |      | 0|      |      |0|   |0|01 00 33.55|+85 01 35.7|    7263|  12435|       |  |   |   |       |      |9410|    |    |   |
    7383|x|  12436| 6045.4| 5704.1|      |      | 0|18.812|0.0168| 1|18.180|0.0158| 1|      |      | 0|      |      |0|  0|1|01 02 00.09|+85 31 07.7|    7264|  12436|       |  |   |   |       |      |2206|    |    |   |
    7384|x|  12437| 6047.1| 3214.7|      |      | 0|22.759|0.0150| 1|20.994|0.0155| 1|      |      | 0|      |      |0|   |0|01 00 58.42|+85 10 25.3|    7265|  12437|       |  |   |   |       |      |7229|    |    |   |
    7385|x|  12438| 6047.1| 3864.1|      |      | 0|21.407|0.0233| 1|19.779|0.0178| 1|      |      | 0|      |      |0|   |0|01 01 13.82|+85 15 49.4|    7266|  12438|       |  |   |   |       |      |6615|    |    |   |
    7386|x|  12439| 6048.7| 3089.8|      |      | 0|18.356|0.0159| 1|17.677|0.0179| 1|      |      | 0|      |      |0|  0|1|01 00 56.16|+85 09 22.9|    7267|  12439|       |  |   |   |       |      |6660|    |    |   |
    7387|x|  12440| 6048.7| 5001.9|      |      | 0|21.468|0.0227| 1|19.984|0.0169| 1|      |      | 0|      |      |0|  2|1|01 01 42.94|+85 25 17.1|    7268|  12440|       |  |   |   |       |      |6552|    |    |   |
    7388|x|  12441| 6050.2| 2735.9|      |      | 0|20.635|0.0150| 1|19.007|0.0150| 1|      |      | 0|      |      |0|  0|1|01 00 48.63|+85 06 26.2|    7269|  12441|       |  |   |   |       |      |6689|    |    |   |
    7389|x|  12442| 6050.4| 2553.9|      |      | 0|19.142|0.0153| 1|18.033|0.0154| 1|      |      | 0|      |      |0|  0|1|01 00 44.63|+85 04 55.3|    7270|  12442|       |  |   |   |       |      |9388|    |    |   |
    7390|x|  12443| 6050.8| 3896.2|      |      | 0|18.421|0.0180| 1|17.628|0.0162| 1|      |      | 0|      |      |0| 83|1|01 01 16.08|+85 16 05.3|    7271|  12443|       |  |   |   |       |      |6614|    |    |   |
    7391|x|  12444| 6052.3| 4366.5|      |      | 0|15.605|0.0175| 1|15.055|0.0189| 1|      |      | 0|      |      |0|  0|1|01 01 28.26|+85 19 59.9|    7272|  12444|       |  |   |   |       |      |6597|    |    |   |
    7392|x|  12445| 6053.0| 4658.1|      |      | 0|15.653|0.0156| 2|14.616|0.0162| 2|      |      | 0|      |      |0| 92|2|01 01 35.88|+85 22 25.4|    7273|  12445|       |  |   |   |       |      |6586|1223|    |   |
    7393|x|  12446| 6055.1| 3054.4|      |      | 0|19.165|0.0187| 1|18.239|0.0172| 1|      |      | 0|      |      |0|  0|1|01 00 57.88|+85 09 05.0|    7274|  12446|       |  |   |   |       |      |6665|    |    |   |
    7394|x|  12447| 6055.8| 2868.2|      |      | 0|      |      | 0|20.638|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 53.86|+85 07 32.0|    7275|  12447|       |  |   |   |       |      |7248|    |    |   |
    7395|x|  12449| 6058.4| 4937.2|      |      | 0|20.152|0.0160| 1|19.126|0.0156| 1|      |      | 0|      |      |0|  4|1|01 01 45.29|+85 24 44.6|    7276|  12449|       |  |   |   |       |      |6559|    |    |   |
    7396|x|  12451| 6059.3| 2833.0|      |      | 0|20.882|0.0150| 1|19.114|0.0150| 1|      |      | 0|      |      |0|   |0|01 00 54.40|+85 07 14.4|    7277|  12451|       |  |   |   |       |      |6684|    |    |   |
    7397|x|  12452| 6059.5| 6162.4|      |      | 0|15.315|0.0157| 1|14.641|0.0222| 1|      |      | 0|      |      |0|  0|1|01 02 18.70|+85 34 55.9|    7278|  12452|       |  |   |   |       |      |2171|    |    |   |
    7398|x|  12454| 6060.2| 4549.3|      |      | 0|20.475|0.0168| 1|19.132|0.0155| 1|      |      | 0|      |      |0|  9|1|01 01 36.11|+85 21 30.9|    7279|  12454|       |  |   |   |       |      |6591|    |    |   |
