# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,
# Mon Mar 16 21:25:09 2020,,,,,,,
#,,,,,,,
# User preference: *,,,,,,,
#,,,,,,,
# CONSTRAINT:  order by pl_imppar desc,,,,,,,
#,,,,,,,
# COLUMN kepid:          KepID,,,,,,,
# COLUMN pl_name:     KOI Name,,,,,,,
# COLUMN pl_orbper:     Orbital Period [days],,,,,,,
# COLUMN pl_imppar:     Impact Parameter,,,,,,,
# COLUMN pl_trandur:   Transit Duration [hrs],,,,,,,
# COLUMN pl_rade:       Planetary Radius [Earth radii],,,,,,,
# COLUMN pl_orbsmax:        Orbit Semi-Major Axis [au],,,,,,,
# COLUMN st_rad:       Stellar Radius [Solar radii],,,,,,,
#,,,,,,,
kepid,pl_name,pl_orbper,pl_imppar,pl_trandur,pl_rade,pl_orbsmax,st_rad
6587002,K00612.02,47.42693,0.125564988,5.0602,2.3,0.236,0.83
5088536,K00282.01,27.508682,0.125224212,5.8455,2.81,0.176,1.11
8578780,K02023.01,13.59053,0.124883436,3.7997,2.2,0.104,0.88
5725087,K00033.01,0.36619622,0.12454266,1.1446,0.49,0.006,0.27
11709244,K01832.01,4.544475,0.124201884,1.7918,3,0.052,1
4275721,K01342.01,3.773682,0.123861108,2.9495,1.41,0.049,1.09
11774387,K01497.01,0.52022264,0.123520332,1.1741,1.9,0.012,0.89
7376983,K01358.02,8.74306,0.123179556,2.6173,1.58,0.075,0.67
3660924,K01214.01,4.241499,0.12283878,3.019,1.38,0.05,1.06
10910878,K00757.01,16.068618,0.122498005,3.5286,4.8,0.115,0.7
9946525,K00398.03,1.7293718,0.122157229,1.7387,1.65,0.026,0.78
11512246,K00168.02,15.27448,0.121816453,6.754,2.81,0.128,1.87
9886221,K00591.01,2.992664,0.121475677,1.8191,0.91,0.04,0.84
11129258,K02898.01,25.38413,0.121134901,3.8215,2.4,0.173,0.98
9149789,K02874.01,0.35251785,0.120794125,1.0127,1.05,0.009,0.79
7984574,K02400.01,11.61924,0.120453349,1.9205,2.5,0.101,0.9
8760040,K02963.01,18.22077,0.120112573,5.4813,1.49,0.14,1.03
4935172,K02962.01,2.172927,0.119771797,2.1645,0.92,0.034,0.99
5428668,K02794.01,0.703399,0.119431021,0.8271,1.9,0.016,0.92
8022489,K02674.03,2.53574,0.119090245,3.9599,1.02,0.037,1.24
8746295,K02475.01,6.855635,0.118749469,2.4577,1.21,0.069,0.85
8076630,K02235.01,0.8616457,0.118408693,1.8516,1.28,0.017,0.82
6604328,K01736.01,31.0031,0.118067917,5.278,2.48,0.196,0.94
8007644,K02328.01,25.2033,0.117727141,4.4977,2.2,0.167,0.87
5080636,K01843.01,4.194525,0.117386365,1.7119,1.28,0.041,0.494
3851130,K02284.01,2.6979068,0.117045589,2.3689,1.4,0.037,1.28
6751874,K02282.01,6.89225,0.116704813,2.7074,1.43,0.072,0.96
3962440,K01208.01,288.8824,0.116364038,7.6856,6.6,0.909,1.14
4860932,K01600.01,12.365728,0.116023262,2.4887,2.2,0.107,0.96
11497958,K01422.02,19.85025,0.115682486,2.7409,1.99,0.115,0.5
11669125,K01535.01,70.6985,0.11534171,6.4663,2.22,0.344,1.18
6690082,K01240.01,2.139564,0.115000934,2.0617,1.4,0.032,0.86
11918099,K00780.01,2.3374551,0.114660158,1.9584,2.03,0.031,0.67
9513865,K00943.01,3.601449,0.114319382,2.2486,2.1,0.043,0.74
8805348,K00695.01,29.90757,0.113978606,4.8362,2.8,0.195,1.14
3354846,K02444.01,18.55269,0.11363783,4.0758,2.4,0.132,0.82
5106313,K02878.01,3.895233,0.113297054,1.6896,0.96,0.045,0.68
6199056,K02398.01,1.168993,0.112956278,0.9364,1.8,0.023,1.51
9177629,K02522.01,5.604018,0.112615502,1.1209,1,0.055,0.7
10964265,K02934.01,0.6374871,0.112274726,1.9126,1.7,0.015,1.07
6922710,K02087.01,23.1276,0.11193395,4.859,1.6,0.165,1.28
6026438,K02045.01,5.47663,0.111593174,2.4796,1.55,0.053,0.625
11853878,K01833.01,3.692988,0.111252398,1.7482,1.62,0.04,0.599
7273277,K01979.01,2.71406,0.110911622,1.2288,1.13,0.037,0.94
8628758,K01279.02,9.6519,0.110570846,4.4216,0.88,0.088,0.88
9007866,K01407.01,1.386618,0.110230071,3.3311,0.78,0.024,0.84
5531953,K01681.01,6.939196,0.109889295,2.144,1.26,0.057,0.503
6677256,K01243.01,3.1258091,0.109548519,1.9158,1.81,0.044,1.18
10268907,K01077.01,1.1039682,0.109207743,0.9771,1.22,0.02,0.69
8847111,K02985.01,0.57588448,0.108866967,1.4716,2.12,0.014,0.99
2446113,K00379.01,6.717274,0.108526191,2.4261,2.9,0.076,1.66
9911882,K02429.01,1.5956359,0.108185415,1.3514,1.59,0.026,0.84
9965184,K02428.01,16.22766,0.107844639,3.8762,2.6,0.125,1.07
12456601,K02745.01,15.645864,0.107503863,4.0444,2.2,0.122,0.89
3241557,K02863.01,1.7033565,0.107163087,1.9602,0.92,0.028,0.95
5308666,K02718.01,0.78451141,0.106822311,1.8678,0.58,0.01,0.27
11090556,K02977.02,4.138284,0.106481535,3.5014,0.85,0.052,1.05
6105462,K02098.01,25.08272,0.106140759,6.6298,2.1,0.178,1.39
4989057,K01923.01,7.234049,0.105799983,2.062,3.2,0.071,1.51
8611781,K02185.01,76.9611,0.105459207,9.2724,2.07,0.35,1.08
7033233,K02339.02,65.187,0.105118431,5.4418,1.23,0.276,0.636
3749134,K01212.01,11.30118,0.104777655,3.8812,1.69,0.098,0.98
9030447,K01401.01,0.5666931,0.104436879,2.3577,1.44,0.015,1.35
12110942,K00786.01,3.689938,0.104096104,2.5319,1.88,0.047,0.89
10149023,K01081.01,9.955121,0.103755328,3.2651,2.2,0.093,0.98
8962094,K00700.03,14.6673,0.103414552,3.7495,1.57,0.116,1.07
6606653,K01224.01,2.69802,0.103073776,5.7986,21.2,0.041,1.18
3970233,K00604.01,8.25491651,0.102733,5.8528,11.7,0.075,0.84
7672940,K01463.01,580,0.102392224,11.4312,16.29,1.382,1.093
9640985,K00713.01,2.1781502,0.102051448,2.4795,2.9,0.036,1.29
9002278,K00701.02,5.714932,0.101710672,2.3287,1.23,0.054,0.601
8822216,K00581.02,151.8654,0.101369896,8.5925,2.14,0.546,0.83
8890783,K00464.01,58.36209,0.10102912,6.3329,6.5,0.279,0.9
9842937,K02567.01,4.988483,0.100688344,7.4369,1.28,0.055,0.97
8801316,K02956.01,3.937713,0.100347568,4.9576,0.77,0.054,1.55
6778019,K02953.01,0.4729151,0.100006792,1.8112,0.9,0.012,0.95
4365442,K02787.01,1.7144088,0.099666016,3.5671,1.34,0.031,1.71
8240617,K02474.01,176.8304,0.09932524,6.0968,1.66,0.597,0.8
9008737,K02768.01,11.82913,0.098984464,2.6346,1.3,0.099,0.82
9071593,K02257.01,32.56265,0.098643688,5.4537,2,0.193,0.8
7750419,K01708.01,32.77373,0.098302912,2.1858,2.2,0.201,0.9
11336883,K01445.02,54.3443,0.097962137,9.5653,1.12,0.299,1.22
7375795,K01378.01,19.30125,0.097621361,5.8541,1.2,0.13,0.848
892772,K01009.01,5.092505,0.097280585,3.5648,1.35,0.055,0.82
3120276,K01111.01,10.26551,0.096939809,3.6284,1.65,0.091,0.84
6276477,K00849.01,10.355459,0.096599033,3.227,2.4,0.088,0.89
9578686,K00709.01,21.3845,0.096258257,3.9206,2.16,0.147,0.87
10717241,K00430.01,12.376487,0.095917481,2.7137,2.23,0.088,0.559
10793172,K02871.01,12.10001,0.095576705,3.4149,1.1,0.101,0.84
7767162,K02869.01,3.300426,0.095235929,4.6413,1.22,0.045,1.24
5185897,K02693.03,6.834378,0.094895153,2.1548,0.74,0.061,0.575
5652893,K02790.01,14.009463,0.094554377,3.4702,0.94,0.106,0.73
10158729,K02097.01,58.6003,0.094213601,5.6123,2.3,0.306,1.05
8914779,K02230.01,0.9873384,0.093872825,2.7055,1.34,0.022,2.44
2141783,K02201.01,116.5269,0.093532049,4.2569,2.9,0.474,1.19
11410904,K02171.01,3.532292,0.093191273,3.0195,1.4,0.046,0.92
7204981,K02164.01,5.123338,0.092850497,2.7419,1.33,0.056,0.81
7746958,K02324.01,1.204681,0.092509721,1.1172,0.32,0.013,0.27
9872283,K01815.01,3.1268651,0.092168945,1.1864,1.8,0.037,0.7
11499228,K02109.01,19.79243,0.09182817,3.2899,2.02,0.149,1.06
10963242,K01312.01,6.146918,0.091487394,3.4427,1.68,0.069,1.09
7025526,K01380.01,1.0741081,0.091146618,1.8018,0.58,0.018,0.68
4139816,K00812.03,46.18288,0.090805842,4.4993,2,0.21,0.552
3554600,K00803.01,7.544283,0.090465066,5.1909,1.54,0.074,0.83
7678434,K00892.01,10.371721,0.09012429,2.9535,2.6,0.086,0.74
9818381,K00135.01,3.02409489,0.089783514,2.8179,10.56,0.044,1.201
10801100,K02228.01,102.6565,0.089442738,13.9961,2.1,0.477,1.348
8367113,K00575.01,24.31587,0.089101962,4.214,2.6,0.17,1.03
5817986,K02897.01,0.58431068,0.088761186,1.5314,2.4,0.013,0.88
2305866,K02610.01,24.10608,0.08842041,10.0209,1.11,0.172,1.188
8247770,K02569.01,8.28131,0.088079634,3.7862,1.1,0.077,1.03
4484336,K02547.01,8.94326,0.087738858,2.552,1.57,0.086,1.11
7021534,K02267.01,9.065542,0.087398082,1.7413,1.52,0.087,0.97
10600955,K02227.01,65.6462,0.087057306,4.5971,2.29,0.312,1.01
4254466,K02134.01,42.3002,0.08671653,4.2867,2.3,0.23,0.97
10666230,K01295.01,1.5778002,0.086375754,1.6097,2.7,0.027,1
11177543,K01648.01,38.32527,0.086034978,2.5586,1.41,0.211,0.75
2716853,K01022.01,18.82729,0.085694203,4.6464,2.6,0.135,0.85
1432214,K00998.01,161.78811,0.085353427,5.2038,28,0.592,0.96
3632418,K00975.01,2.785819,0.085012651,3.4109,1.72,0.043,2.04
5688790,K03144.01,8.07392,0.084671875,2.2922,2.1,0.062,0.67
11076400,K02759.01,1.0780862,0.084331099,0.9288,0.87,0.018,0.7
11465950,K02620.01,16.05727,0.083990323,3.3958,2.2,0.122,0.83
7812455,K02881.01,0.4517915,0.083649547,1.1852,3.8,0.012,1.13
10591855,K02845.01,1.5740872,0.083308771,1.6174,0.82,0.022,0.533
9730163,K02704.01,4.871229,0.082967995,1.9372,2.9,0.033,0.27
3861611,K02932.01,3.849332,0.082627219,2.2271,1.75,0.048,0.73
5649833,K02799.01,0.5979336,0.082286443,2.0759,1.98,0.015,1.16
5302006,K01755.01,6.146317,0.081945667,3.3284,3.6,0.071,1.23
5602588,K02369.01,11.01832,0.081604891,3.7301,2.3,0.099,0.95
8495415,K02362.01,2.237185,0.081264115,1.7159,1.79,0.032,0.84
7543649,K01469.01,3.5820738,0.080923339,3.3888,4.3,0.047,1.06
11497958,K01422.01,5.841641,0.080582563,1.8444,1.89,0.051,0.5
9641018,K01504.01,2.178155,0.080241787,2.5317,1.9,0.033,0.96
7366258,K00880.04,2.382961,0.079901012,2.186,1.41,0.034,0.9
11904151,K00072.01,0.8374908,0.079560236,1.8029,1.37,0.017,1
9631995,K00022.01,7.8914502,0.07921946,3.7932,11.27,0.081,1.112
9641041,K00324.01,1.08907779,0.078878684,2.4867,1.3,0.022,1.05
11521793,K00352.01,27.08216,0.078537908,4.6145,2.24,0.177,1.06
8827575,K03052.02,15.6113,0.078197132,3.6805,0.88,0.115,0.93
8210018,K02762.01,132.9955,0.077856356,7.1784,1.93,0.445,0.586
10064256,K02849.01,5.959585,0.07751558,2.838,0.97,0.06,0.78
11090556,K02977.01,2.788149,0.077174804,3.386,0.79,0.04,1.05
6948480,K02975.01,175.3313,0.076834028,5.1973,2.9,0.621,0.94
5307568,K02804.01,2.628385,0.076493252,3.1818,1.05,0.036,1
10404582,K02147.01,37.86589,0.076152476,4.7635,1.75,0.22,0.89
6949061,K01960.01,8.968574,0.0758117,4.3394,1.65,0.086,1.06
5039228,K01597.01,7.796734,0.075470924,4.6288,2.68,0.086,1.424
5617854,K01588.01,3.517482,0.075130148,1.5717,1.24,0.038,0.552
7211221,K01379.01,5.621546,0.074789372,2.47,1.15,0.062,0.89
11391018,K00189.01,30.360447,0.074448596,5.9327,9.88,0.17,0.699
6462863,K00094.04,3.743245,0.07410782,3.602,1.73,0.051,1.52
8934495,K00524.01,4.592392,0.073767045,2.3795,2.28,0.051,0.75
6545051,K02777.01,1.995645,0.073426269,4.6735,1.06,0.029,0.72
10094670,K01984.01,22.0641,0.073085493,3.5642,1.98,0.159,1
4551328,K01324.01,0.52205926,0.072744717,1.4793,3.3,0.012,0.85
10485179,K01167.01,0.4452747,0.072403941,2.0216,1.11,0.011,0.76
6863839,K01373.01,1.9263586,0.072063165,2.5499,1.3,0.031,0.99
8150320,K00904.03,42.14334,0.071722389,6.474,1.77,0.203,0.602
3239945,K00490.02,341,0.071381613,16.1083,9.4,0.854,0.7
7918652,K02984.01,11.4556,0.071040837,5.0526,1.09,0.101,1.27
3957082,K02864.01,3.778891,0.070700061,5.4195,0.75,0.048,1.08
4664046,K02930.01,1.1297578,0.070359285,2.8427,0.96,0.02,0.77
10518399,K02800.01,2.696392,0.070018509,3.6638,1.39,0.037,1.2
2437505,K02671.01,21.476429,0.069677733,5.4162,8.51,0.09,0.27
2708885,K02907.01,1.1469386,0.069336957,1.7361,1.5,0.02,0.85
9718379,K02379.01,40.00728,0.068996181,2.6169,2.5,0.238,1.09
6541920,K00157.06,10.303995,0.068655405,4.0284,1.72,0.092,1.06
10858691,K01306.01,1.796311,0.068314629,1.7837,1.33,0.029,0.93
7376983,K01358.03,3.648459,0.067973853,1.9841,1.13,0.042,0.67
6849310,K00864.01,4.311802,0.067633078,2.7007,2.7,0.05,0.81
10271806,K00733.01,5.925016,0.067292302,2.5645,2.84,0.06,0.72
8557374,K00692.01,2.462345,0.066951526,1.8202,1.14,0.035,0.87
5978170,K03140.01,5.688814,0.06661075,2.4821,0.86,0.052,0.544
4815520,K00367.01,31.57868,0.066269974,2.1223,4.98,0.194,1.09
8430964,K03078.01,2.986172,0.065929198,3.2928,1.14,0.042,0.99
6461850,K03054.01,0.544961,0.065588422,1.2408,1.6,0.013,0.69
7019524,K02877.01,5.308774,0.065247646,3.1013,1.06,0.059,0.93
9019191,K02604.01,14.43325,0.06490687,2.3375,1.33,0.105,0.654
9092504,K02716.01,0.9628682,0.064566094,1.6969,1.5,0.019,0.85
11361283,K02551.01,16.47985,0.064225318,3.5358,1.58,0.113,0.681
11622985,K02550.01,18.02447,0.063884542,3.6343,1.87,0.136,0.92
5609593,K02834.01,136.2053,0.063543766,5.6339,2.31,0.457,0.667
8804845,K02039.01,5.425944,0.06320299,2.519,1.27,0.059,0.82
4455231,K01332.02,6.09741,0.062862214,3.531,1.64,0.067,1.15
10004519,K01572.01,9.80314,0.062521438,4.4466,2.46,0.092,0.87
5443775,K01676.01,3.3076711,0.062180662,1.7461,1.7,0.044,1.07
6692833,K01244.01,10.80491,0.061839886,2.9164,1.63,0.098,0.96
10879656,K01642.01,0.3648612,0.061499111,1.6677,0.95,0.009,0.87
12459725,K00789.01,14.17987,0.061158335,2.5588,2.1,0.114,0.87
3745690,K00442.01,13.540407,0.060817559,4.2979,1.94,0.112,0.92
11972666,K00545.01,1.0917315,0.060476783,2.1099,1.06,0.02,0.75
7024222,K00309.01,1.6331212,0.060136007,1.5091,0.43,0.023,0.615
4551663,K02576.01,12.077774,0.059795231,2.3397,1.12,0.096,0.87
11963206,K02820.01,3.009121,0.059454455,2.4583,1.26,0.041,0.9
4571536,K02954.01,0.3383497,0.059113679,0.9666,1.15,0.009,0.83
11135308,K02805.01,1.877872,0.058772903,2.3763,0.84,0.031,1.23
10407054,K02500.01,0.9337564,0.058432127,4.3757,0.95,0.019,1.077
8559152,K02488.01,12.41301,0.058091351,4.4504,1.37,0.111,1.3
9851662,K02483.01,15.05417,0.057750575,4.312,1.4,0.113,0.96
7124026,K02275.01,15.74616,0.057409799,12.6998,1.34,0.126,0.97
10905746,K01725.01,9.8847,0.057069023,2.1545,1.15,0.054,0.27
3097926,K02186.01,14.9802,0.056728247,3.5831,2.9,0.115,0.91
8804397,K01853.01,60.08556,0.056387471,6.7266,2.12,0.31,1.02
4458082,K02303.01,4.893489,0.056046695,3.2997,1.41,0.061,1.248
3858704,K01211.01,3.0036093,0.055705919,3.9247,1.37,0.043,1.1
9899355,K01554.01,1.332567,0.055365144,4.1106,2.8,0.024,0.78
8916492,K01414.01,4.02378,0.055024368,3.5668,0.95,0.063,1.747
6932987,K01366.01,19.25416,0.054683592,4.596,2.6,0.138,0.85
4139816,K00812.01,3.340219,0.054342816,1.901,2.17,0.037,0.552
10154388,K00991.01,12.062148,0.05400204,2.0178,2.7,0.105,1.57
10666592,K00002.01,2.20473537,0.053661264,3.8775,22.3,0.039,2.71
3642741,K00242.01,7.2584656,0.053320488,5.7276,5.1,0.07,0.86
6428700,K00853.01,8.203904,0.052979712,2.7736,2.2,0.071,0.71
7732285,K03023.01,4.390475,0.052638936,3.1216,1.13,0.055,1.184
12785320,K00298.02,57.38425,0.05229816,4.5899,1.42,0.292,1
11572193,K03109.01,10.676126,0.051957384,4.6965,1.26,0.095,1.046
7106173,K03083.01,10.183244,0.051616608,3.3426,0.66,0.092,0.91
8845205,K00463.01,18.477659,0.051275832,1.8418,2.42,0.108,0.485
6263593,K03049.01,22.47697,0.050935056,3.5237,1.38,0.138,0.615
6198182,K02636.01,3.881501,0.05059428,2.8671,0.61,0.048,1.01
9899181,K02867.01,1.3325472,0.050253504,3.1847,0.39,0.021,0.761
4831728,K02739.02,7.095693,0.049912728,3.3617,0.9,0.07,0.89
5513897,K02591.01,0.7551093,0.049571952,3.1245,0.8,0.016,0.78
10341905,K02391.01,0.9337456,0.049231177,4.1821,1.55,0.018,0.8
8345172,K02385.01,50.57168,0.048890401,3.7997,2.8,0.251,0.72
10604521,K02797.01,0.8681215,0.048549625,1.7393,1.34,0.018,0.85
2860793,K02277.01,2.6298611,0.048208849,4.605,2.8,0.042,1.62
4473226,K02229.01,14.8322,0.047868073,3.6702,2.9,0.116,0.94
10024701,K02002.01,14.37517,0.047527297,3.001,1.39,0.117,0.93
4650674,K01341.01,4.514349,0.047186521,3.0326,1.65,0.055,1.07
6878167,K01371.01,0.83397972,0.046845745,1.8079,1.82,0.017,0.88
7102227,K01360.01,36.77019,0.046504969,4.3302,2.53,0.201,0.7
8395660,K00116.02,43.84445,0.046164193,6.3286,2.52,0.244,1.04
9579641,K00115.03,3.43584,0.045823417,2.6142,0.64,0.047,1.35
2854698,K00986.02,76.0503,0.045482641,6.7983,1.69,0.34,0.9
5356593,K00644.01,45.9778722,0.045141865,7.3575,35.8,0.271,2.33
9873254,K00717.01,14.707512,0.044801089,3.1581,1.74,0.121,1.077
9640976,K00712.01,2.1781458,0.044460313,2.1768,1.08,0.032,0.84
6364162,K02889.01,5.243629,0.044119537,9.8991,1.19,0.061,1.07
10001368,K02785.01,4.768313,0.043778761,3.2908,1.73,0.057,1.13
10676923,K01297.01,1.0310952,0.043437985,2.1446,2,0.021,1.11
10749128,K01639.01,125.0038,0.04309721,6.6447,1.4,0.509,1.04
4043190,K01220.01,6.400954,0.042756434,2.6213,1.95,0.069,1.69
10271806,K00733.03,3.132943,0.042415658,2.0506,1.52,0.039,0.72
3240706,K01098.01,5.489897,0.042074882,2.7762,2.1,0.061,0.91
6636320,K02989.01,6.33127,0.041734106,2.9142,1.41,0.064,0.76
11968463,K02433.02,10.04325,0.04139333,5.1359,2.29,0.094,1.04
6630943,K02738.01,0.6904068,0.041052554,1.7126,1.17,0.014,0.81
6525185,K02568.01,1.710305,0.040711778,2.8038,1.29,0.028,0.86
7515762,K02524.01,40.989,0.040371002,6.9555,1.89,0.244,1.08
11662184,K02791.01,27.5724,0.040030226,5.1717,1.63,0.182,0.95
4951249,K02258.01,4.523439,0.03968945,2.5312,1.7,0.055,1.01
8197343,K01746.01,11.79174,0.039348674,2.9445,1.86,0.102,0.93
10454632,K01877.01,20.1602,0.039007898,3.6028,3.79,0.141,2.1
6142862,K02336.01,5.334612,0.038667122,2.4723,0.85,0.051,0.584
12116380,K02155.01,4.33946,0.038326346,2.3145,1.46,0.05,0.82
9973855,K01966.01,2.9560114,0.03798557,2.7686,0.76,0.038,0.861
7542813,K02302.01,16.85818,0.037644794,3.8626,1.77,0.134,1.07
5288570,K02136.01,1.728532,0.037304018,3.6514,1.35,0.027,0.875
5289854,K01593.02,15.3823,0.036963243,3.8334,1.99,0.121,0.89
5184584,K01564.01,53.44965,0.036622467,5.2811,5.1,0.276,0.87
9692345,K01485.01,0.6878956,0.036281691,2.4988,1.42,0.013,0.597
6066416,K01057.01,1.30386393,0.035940915,2.9454,2.5,0.027,1.95
2558363,K01021.01,0.5462482,0.035600139,1.424,2,0.013,0.79
12366084,K00787.01,4.431185,0.035259363,3.2276,2.8,0.052,0.88
9963524,K00720.04,2.795902,0.034918587,2.1169,1.56,0.036,0.81
9950612,K00719.04,4.159821,0.034577811,1.4533,0.81,0.045,0.655
7976520,K00687.01,4.178382,0.034237035,2.0645,1.46,0.051,0.93
9714696,K00616.01,1.4333437,0.033896259,1.3436,2,0.025,0.95
6960456,K00613.01,5.07444,0.033555483,4.1516,1.12,0.055,0.75
7216284,K03056.01,6.699662,0.033214707,2.6801,1.24,0.065,0.73
9652649,K02884.01,2.488966,0.032873931,4.5705,0.64,0.035,0.88
5513893,K02741.01,0.7551023,0.032533155,3.0218,0.65,0.016,0.92
4770174,K02971.01,6.095883,0.032192379,5.4939,0.81,0.068,1.05
8243283,K02952.01,1.759262,0.031851603,2.3091,1.41,0.029,1.05
6612284,K02908.01,1.2453628,0.031510827,2.1562,1.28,0.023,0.81
6719086,K01357.01,3.01435,0.031170051,2.5074,2.83,0.04,0.97
9077124,K00926.01,3.1663528,0.030829276,3.3168,3.5,0.043,0.92
6381846,K00509.01,4.166937,0.0304885,2.7693,2.27,0.05,0.83
11188249,K02765.01,2.755038,0.030147724,3.4449,0.9,0.038,1.026
4459924,K02441.01,4.791804,0.029806948,4.5477,0.76,0.053,0.76
8429415,K02965.01,1.3525726,0.029466172,3.7505,0.97,0.025,1.33
9665922,K02815.01,1.5453873,0.029125396,2.9482,0.61,0.026,0.88
4391348,K02514.01,1.964335,0.02878462,2.4788,1.51,0.032,1.05
7770450,K01467.01,1.1578068,0.028443844,2.6283,2.7,0.022,0.91
3348082,K01196.01,3.982164,0.028103068,2.2589,2.1,0.049,1.02
6470917,K01690.01,1.5060072,0.027762292,2.7705,1.28,0.026,1.02
6541920,K00157.01,13.024877,0.027421516,4.4313,2.88,0.108,1.06
6546528,K01235.01,3.0535601,0.02708074,2.446,1.8,0.041,0.85
8244190,K01071.01,1.0920693,0.026739964,1.7717,1.2,0.02,0.82
9166870,K00932.01,3.8556,0.026399188,2.9669,3,0.048,0.88
3340070,K01097.01,10.91102,0.026058412,4.0708,2.2,0.097,0.91
11512246,K00168.03,7.1069,0.025717636,5.3578,1.95,0.077,1.87
12785320,K00298.01,19.96359,0.02537686,3.2435,1.43,0.144,1
5444548,K00409.01,13.249212,0.025036084,4.4239,2.24,0.11,0.9
4454752,K00496.01,1.6168863,0.024695309,1.5638,1.8,0.025,0.87
11401822,K02454.01,1.080701,0.024354533,4.1911,1.14,0.02,0.83
8639908,K02700.01,0.9100229,0.024013757,2.0851,1.12,0.016,0.574
6370120,K02811.01,1.3547737,0.023672981,1.6718,1.07,0.02,0.571
12061969,K02061.01,14.092768,0.023332205,4.1474,1.83,0.104,0.69
11298815,K02015.01,5.738641,0.022991429,3.0001,1.24,0.052,0.528
2975770,K01788.01,71.52622,0.022650653,5.8579,7.7,0.325,1.06
8491277,K00234.01,9.613716,0.022309877,4.5636,3,0.088,1.09
10858691,K01306.02,3.468052,0.021969101,2.2396,1.49,0.045,0.93
3835670,K00149.01,14.557339,0.021628325,7.7648,5.51,0.12,1.79
8219268,K02133.01,6.24658,0.021287549,11.2577,14.9,0.076,7.6
8394721,K00152.01,52.0911,0.020946773,8.6315,6.1,0.288,1.1
11904151,K00072.02,45.29406,0.020605997,6.8586,2.19,0.241,1
11773022,K00620.02,130.1831,0.020265221,8.4192,10,0.51,0.94
4633570,K00446.02,28.55142,0.019924445,4.0953,1.82,0.159,0.628
8686097,K00374.01,172.6909,0.019583669,11.2035,3.05,0.594,1.21
2853828,K02896.01,1.07746544,0.019242893,1.5691,1.69,0.022,1.33
9996632,K02621.01,8.443265,0.018902117,3.5398,1.7,0.083,0.91
12071037,K02388.01,6.096917,0.018561342,7.3322,0.97,0.065,0.99
11200415,K00293.01,4.63953,0.018220566,3.2913,1.68,0.06,1.59
8142942,K01985.01,5.756239,0.01787979,1.0557,1.6,0.056,0.71
12121570,K02290.01,91.5021,0.017539014,4.8064,1.85,0.369,0.701
10350571,K01175.02,17.15714,0.017198238,10.323,1.65,0.133,1.65
6541920,K00157.02,22.687123,0.016857462,5.3533,3.2,0.156,1.06
5956342,K01052.02,6.846113,0.016516686,3.568,1.62,0.074,1.07
2853780,K02081.01,6.213921,0.01617591,10.0793,4.13,0.075,3.13
5780460,K01005.01,35.61758,0.015835134,8.3784,4.8,0.193,0.77
10019708,K00199.02,8.78485,0.015494358,4.4258,1.69,0.088,1.09
3541946,K00624.01,17.789742,0.015153582,4.4583,2.37,0.131,0.85
12206313,K02714.02,47.32382,0.014812806,9.7754,2.1,0.272,1.46
12216278,K02565.01,2.019482,0.01447203,3.8889,1.71,0.032,0.96
8410415,K02291.01,44.29229,0.014131254,4.1155,2.3,0.237,0.8
4150539,K01330.01,8.653009,0.013790478,3.2541,1.9,0.072,0.628
6541920,K00157.05,118.37815,0.013449702,9.3054,3.38,0.469,1.06
9391506,K01410.01,15.74954,0.013108926,4.5924,2.53,0.127,1.01
11402995,K00173.01,10.060791,0.01276815,4.4787,2.48,0.091,1.18
3120431,K00798.01,3.3419058,0.012427375,2.6997,2.2,0.041,0.78
5309353,K00643.01,1.3763855,0.012086599,1.7539,1.48,0.022,0.795
10227020,K00730.04,7.38402,0.011745823,5.5575,1.64,0.073,1.03
7534267,K03147.01,39.44131,0.011405047,7.0978,1.17,0.224,0.86
3217264,K00401.03,55.3285,0.011064271,6.8556,2.66,0.275,1.58
9119568,K03087.02,1.221842,0.010723495,6.2923,0.37,0.02,0.79
3834360,K00493.01,2.9084604,0.010382719,1.8437,2.3,0.04,0.87
12206313,K02714.01,14.38337,0.010041943,8.4283,1.75,0.123,1.46
6605493,K02559.01,9.30955,0.009701167,3.4903,1,0.089,0.98
5529738,K02518.01,0.7597584,0.009360391,3.3451,1.54,0.017,1.09
8636539,K02656.01,6.77389,0.009019615,4.1202,1.23,0.074,1.1
6525193,K02653.01,1.710273,0.008678839,2.4106,1.3,0.027,0.83
6209677,K01750.01,7.768552,0.008338063,3.2786,1.31,0.075,0.94
4466677,K01338.01,3.222961,0.007997287,2.9466,1.49,0.042,0.98
3447722,K01198.01,16.08821,0.007656511,5.7517,2.84,0.133,1.14
8150320,K00904.02,27.95369,0.007315735,5.6958,1.56,0.155,0.602
7685981,K00893.01,4.408468,0.006974959,4.6495,2.3,0.053,0.99
11152159,K00761.01,2.7012945,0.006634183,2.5353,2.8,0.036,0.9
3130300,K01105.01,5.765698,0.006293408,2.8122,2.1,0.066,1.05
10864656,K01299.01,52.50128,0.005952632,14.7951,9.6,0.303,3.29
9636569,K00527.01,10.636288,0.005611856,3.8987,1.72,0.095,0.9
8248939,K00061.01,1.633462,0.00527108,2.6082,2.4,0.027,1.039
7832356,K01456.01,7.886632,0.004930304,5.2192,9.4,0.08,1.21
11974540,K00129.01,24.6691698,0.004589528,7.015,11.8,0.181,1.39
