#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-07T20:11:45 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d9b9ae08e03	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table1}&key:source=J/AJ/138/159/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table1
#-order=I
#-out=WOCS
#-out=Vmag
#-out=B-V
#-out=V-R
#-out=V-I
#-out=Vmag1
#-out=B-V1
#-out=Vmag2
#-out=B-V2
#-out=Vmag3
#-out=B-V3
#-out=Jmag
#-out=J-Ks
#-out=A74
#-out=S72
#-out=_RA
#-out=_DE
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table1:
#Name: J/AJ/138/159/table1
#Title: The NGC 6819 WOCS photometry database
#Column	WOCS	(A6)	[1001/115030] WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F6.3)	? Phot98 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Phot98 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F6.3)	? Phot98 project (V-R) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	? Phot98 project (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	Vmag1	(F6.3)	? Phot03 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V1	(F6.3)	? Phot03 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J band magnitude	[ucd=phot.mag;em.IR.J]
#Column	J-Ks	(F6.3)	? 2MASS (J-Ks) color index	[ucd=phot.color;em.IR.J;em.IR.K]
#Column	A74	(I4)	? Auner (1974A&AS...13..143A) identification, <NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S72	(I3)	? Sanders (1972A&A....19..155S) identification, <[S72b] NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	_RA	(F9.5)	Position for stars having a radial velocity (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position for stars having a radial velocity (declination part)	[ucd=pos.eq.dec;meta.main]
WOCS|Vmag|B-V|V-R|V-I|Vmag1|B-V1|Vmag2|B-V2|Vmag3|B-V3|Jmag|J-Ks|A74|S72|_RA|_DE
021013|14.986| 1.288| 0.695| 1.391|14.979| 1.251|14.959| 1.284|14.999| 1.260|12.567| 0.797| 866|   |295.40012|+40.10569
022013|15.019| 0.885| 0.498| 1.007|14.997| 0.886|15.002| 0.892|15.012| 0.874|13.344| 0.537|  72|   |295.42650|+40.26100
023013|15.142| 0.650| 0.349| 0.781|15.157| 0.640|      |      |15.189| 0.654|13.873| 0.354| 831|   |295.22283|+40.12861
024013|15.162| 0.601| 0.327| 0.708|15.181| 0.592|      |      |15.198| 0.607|13.891| 0.424| 839|   |295.22575|+40.12189
025013|15.259| 0.619| 0.380| 0.797|15.244| 0.636|15.218| 0.629|15.265| 0.648|13.980| 0.351|    |   |295.45125|+40.17083
026013|15.256| 0.625| 0.335| 0.733|15.257| 0.611|      |      |15.277| 0.608|13.998| 0.362|    |   |295.35133|+40.29672
028013|15.385| 0.588| 0.374| 0.768|15.368| 0.626|15.387| 0.650|15.389| 0.637|14.133| 0.374| 919|   |295.29375|+40.09350
029013|15.375| 1.337| 0.706| 1.351|15.376| 1.328|      |      |15.388| 1.307|13.070| 0.765|  22|   |295.21654|+40.26006
030013|15.414| 0.572| 0.339| 0.723|15.382| 0.590|      |      |15.412| 0.590|14.199| 0.331|    |   |295.32308|+40.30000
031013|15.393| 0.716| 0.405| 0.823|15.382| 0.738|      |      |15.404| 0.747|14.027| 0.388| 310|   |295.18129|+40.19600
033013|      |      |      |      |      |      |      |      |      |      |14.100| 0.377|    |   |         |
034013|15.452| 0.677| 0.365| 0.792|15.454| 0.669|      |      |15.476| 0.687|14.150| 0.417| 205|   |295.18533|+40.22208
035013|15.433| 0.669| 0.364| 0.768|15.456| 0.649|      |      |15.483| 0.663|14.147| 0.311| 887|   |295.23192|+40.11369
036013|15.485| 0.562| 0.329| 0.688|15.465| 0.573|15.487| 0.548|15.496| 0.574|14.247| 0.307|    |   |295.39542|+40.28014
037013|15.462| 0.613| 0.340| 0.745|15.467| 0.614|      |      |15.483| 0.630|14.240| 0.360|  33|   |295.21517|+40.25503
039013|15.620| 0.534| 0.312| 0.675|15.606| 0.523|15.581| 0.520|15.637| 0.525|14.410| 0.311|    |   |295.45604|+40.19817
040013|15.599| 0.659| 0.352| 0.782|15.619| 0.644|15.639| 0.673|15.630| 0.670|14.292| 0.420| 910|   |295.25621|+40.10753
042013|15.840| 0.575| 0.305| 0.714|15.834| 0.578|      |      |15.855| 0.589|14.657| 0.233|    |   |295.25475|+40.28881
043013|15.906| 0.662| 0.350| 0.765|15.890| 0.634|15.888| 0.613|15.947| 0.623|14.618| 0.444|    |   |295.46400|+40.18656
044013|15.894| 0.794| 0.450| 0.894|15.899| 0.804|      |      |15.910| 0.816|14.412| 0.521|    |   |295.28171|+40.29494
045013|15.924| 0.591| 0.331| 0.734|15.909| 0.603|      |      |15.949| 0.609|14.715| 0.331| 114|   |295.20271|+40.24583
046013|15.945| 0.580| 0.347| 0.731|15.932| 0.590|15.940| 0.583|15.963| 0.583|14.707| 0.272|  73|   |295.42967|+40.26000
049013|15.976| 0.767| 0.426| 0.863|15.988| 0.765|      |      |16.015| 0.776|14.513| 0.246| 909|   |295.24675|+40.10553
058013|16.262| 0.773| 0.414| 0.877|16.260| 0.788|      |      |16.292| 0.787|14.762| 0.405| 203|   |295.19571|+40.22169
059013|16.276| 0.756| 0.396| 0.820|16.284| 0.748|      |      |16.303| 0.760|14.927| 0.348|    |   |295.22679|+40.27564
063013|16.441| 0.788| 0.471| 0.937|16.435| 0.803|16.421| 0.840|16.448| 0.814|14.872| 0.401| 937|   |         |
069013|16.570| 0.732| 0.422| 0.894|16.548| 0.762|16.570| 0.729|16.579| 0.726|      |      |    |   |         |
070013|16.545| 0.673| 0.370| 0.804|16.559| 0.682|      |      |16.578| 0.684|15.103| 0.211| 134|   |         |
071013|16.566| 0.882| 0.472| 0.986|16.577| 0.879|      |      |16.593| 0.862|14.844| 0.446| 841|   |         |
001014|      |      |      |      |11.641| 1.548|11.666| 1.562|      |      | 8.942| 0.951|    |157|295.39329|+40.29672
002014|      |      |      |      |11.680| 0.650|      |      |      |      |10.499| 0.339| 889| 33|295.21550|+40.11539
003014|      |      |      |      |11.853| 0.539|      |      |      |      |10.817| 0.260| 969|176|295.43771|+40.12100
004014|      |      |      |      |12.362| 1.238|      |      |      |      |10.214| 0.746| 886| 42|295.23167|+40.10814
005014|      |      |      |      |12.846| 1.280|      |      |      |      |10.589| 0.752| 765| 27|295.20012|+40.13569
006014|13.808| 0.607| 0.329| 0.707|13.813| 0.591|      |      |      |      |12.645| 0.330|    |182|295.44950|+40.24558
007014|      |      |      |      |13.841| 1.840|13.688| 1.857|      |      |10.037| 1.186|    |180|295.44587|+40.13000
008014|13.962| 0.563| 0.328| 0.719|13.940| 0.571|      |      |      |      |12.780| 0.335|    |113|295.33042|+40.31186
009014|14.008| 0.697| 0.382| 0.770|14.020| 0.708|      |      |14.035| 0.720|12.697| 0.350|  31| 24|295.19496|+40.24964
010014|14.095| 0.648| 0.354| 0.718|14.097| 0.633|      |      |14.123| 0.629|12.913| 0.363| 908|   |295.24554|+40.10358
011014|14.638| 0.661| 0.352| 0.791|14.649| 0.641|14.631| 0.660|14.664| 0.650|13.351| 0.401| 941|   |295.40746|+40.09947
012014|14.655| 0.609| 0.391| 0.762|14.652| 0.629|14.614| 0.670|14.648| 0.647|13.376| 0.359|    |   |295.30562|+40.08053
013014|14.830| 0.609| 0.286| 0.744|14.801| 0.430|      |      |14.777| 0.589|13.247| 0.385| 918|   |295.26329|+40.08964
014014|14.838| 0.560| 0.319| 0.678|14.850| 0.558|      |      |14.852| 0.569|13.640| 0.293|    |   |295.26808|+40.29842
015014|14.879| 1.310| 0.696| 1.371|14.894| 1.275|14.869| 1.300|      |      |      |      | 940|   |295.40079|+40.09708
016014|14.990| 0.825| 0.512| 1.032|14.969| 0.859|      |      |15.018| 0.854|13.281| 0.534| 888|   |295.21996|+40.11239
017014|15.060| 0.610| 0.369| 0.753|15.030| 0.624|      |      |15.070| 0.598|13.775| 0.321|    |   |295.45908|+40.24586
018014|15.042| 1.083| 0.555| 1.126|15.057| 1.058|15.057| 1.083|15.087| 1.059|13.113| 0.591|    |   |295.33079|+40.08564
019014|15.158| 0.682| 0.363| 0.777|15.147| 0.683|      |      |15.170| 0.670|13.875| 0.444|    |   |295.43067|+40.27461
020014|15.221| 1.106| 0.581| 1.202|15.216| 1.119|      |      |15.237| 1.105|13.174| 0.671| 118|   |295.18871|+40.23819
021014|15.298| 0.565| 0.328| 0.708|15.288| 0.578|      |      |15.306| 0.573|14.093| 0.168|    |   |295.27012|+40.30581
022014|15.489| 0.629| 0.372| 0.796|15.476| 0.631|15.507| 0.613|15.497| 0.624|14.188| 0.471|    |   |295.40037|+40.29044
023014|15.613| 0.746| 0.644| 1.174|15.478| 0.839|15.508| 0.874|15.513| 0.872|13.838| 0.540| 915|   |         |
024014|15.650| 0.585| 0.379| 0.757|15.642| 0.596|15.642| 0.626|15.650| 0.601|      |      |    |   |295.34633|+40.08922
025014|15.671| 0.600| 0.362| 0.744|15.655| 0.613|15.636| 0.619|15.674| 0.625|14.427| 0.319| 799|   |295.44008|+40.12842
029014|15.742| 0.617| 0.328| 0.715|15.760| 0.586|      |      |15.781| 0.599|14.588| 0.314| 914|   |295.25233|+40.09869
030014|15.752| 0.568| 0.296| 0.683|15.775| 0.552|      |      |15.793| 0.578|14.591| 0.219| 648|   |295.18967|+40.15786
031014|15.817| 0.782| 0.415| 0.879|15.813| 0.781|15.834| 0.770|15.832| 0.767|14.383| 0.516|    |   |295.41496|+40.28492
034014|15.880| 0.617| 0.338| 0.725|15.878| 0.620|      |      |15.924| 0.604|14.657| 0.243| 302|   |295.17471|+40.20447
038014|16.065| 0.642| 0.369| 0.799|16.054| 0.642|16.037| 0.666|16.076| 0.661|14.735| 0.435| 865|   |295.41050|+40.10628
043014|16.202| 0.592| 0.353| 0.764|16.190| 0.582|16.168| 0.591|16.212| 0.604|14.905| 0.275|    |   |295.46383|+40.17231
044014|16.222| 0.658| 0.394| 0.817|16.215| 0.660|16.208| 0.665|16.230| 0.677|14.850| 0.304| 939|   |295.39471|+40.10058
045014|16.228| 0.588| 0.322| 0.748|16.221| 0.607|      |      |16.252| 0.603|14.958| 0.237|    |   |295.22179|+40.27461
046014|16.227| 0.644| 0.375| 0.799|16.223| 0.675|      |      |16.253| 0.676|14.827| 0.251| 505|   |295.18275|+40.16667
049014|16.301| 0.633| 0.369| 0.744|16.305| 0.630|      |      |16.334| 0.640|15.095| 0.536| 764|   |295.19587|+40.13286
054014|16.447| 0.659| 0.380| 0.766|16.450| 0.640|      |      |16.476| 0.668|15.181| 0.431| 660|   |295.18525|+40.15469
001015|      |      |      |      |12.182| 1.555|      |      |      |      | 9.399| 0.976|    |133|295.34850|+40.31869
002015|      |      |      |      |12.267| 1.308|      |      |      |      |10.054| 0.752|    | 84|295.30062|+40.31556
003015|      |      |      |      |12.542| 0.721|      |      |      |      |11.255| 0.410| 917| 55|295.25442|+40.09081
004015|12.780| 0.790| 0.378| 0.800|12.864| 0.777|      |      |      |      |11.458| 0.444|    |112|295.32504|+40.31572
005015|13.200| 0.382| 0.176| 0.436|13.186| 0.375|      |      |      |      |12.402| 0.180|    |188|         |
006015|13.511| 1.376| 0.641| 1.290|13.532| 1.298|13.563| 1.334|      |      |11.286| 0.752|    | 63|295.26908|+40.08081
007015|13.594| 0.616| 0.337| 0.715|13.613| 0.615|      |      |      |      |12.381| 0.325| 212| 15|295.16562|+40.20994
008015|      |      |      |      |14.194| 1.670|      |      |15.360| 0.596| 9.692| 1.220| 211| 13|295.16346|+40.21197
009015|14.212| 1.309| 0.648| 1.294|14.215| 1.276|14.214| 1.301|14.235| 1.257|11.974| 0.768|    |144|295.36375|+40.08189
010015|14.461| 0.453| 0.242| 0.525|14.469| 0.429|      |      |      |      |13.239| 0.326|    |184|295.45517|+40.13531
011015|14.577| 0.705| 0.379| 0.820|14.571| 0.684|      |      |14.564| 0.675|13.203| 0.435|    |   |295.47987|+40.18467
012015|14.678| 1.476| 0.774| 1.514|14.639| 1.451|      |      |      |      |12.038| 0.887|    |   |295.36462|+40.31628
013015|14.617| 1.004| 0.552| 1.099|14.639| 1.031|      |      |14.634| 1.021|12.743| 0.575|  28|   |295.17937|+40.25211
015015|14.710| 0.624| 0.353| 0.764|14.711| 0.634|14.717| 0.663|14.727| 0.645|13.442| 0.353|    |   |295.28325|+40.07856
016015|14.777| 0.657| 0.359| 0.776|14.801| 0.647|      |      |14.811| 0.655|13.517| 0.360|    |   |295.25017|+40.08636
017015|14.861| 0.622| 0.336| 0.778|14.848| 0.620|      |      |14.870| 0.614|13.352| 0.372|    |   |295.47917|+40.22589
018015|14.899| 1.331| 0.701| 1.376|14.878| 1.313|      |      |14.897| 1.276|12.532| 0.806|    |   |295.44679|+40.26578
019015|14.881| 0.757| 0.430| 0.894|14.891| 0.772|14.904| 0.800|14.906| 0.782|13.461| 0.478|    |   |295.29829|+40.08042
020015|15.047| 0.605| 0.359| 0.742|15.043| 0.599|      |      |15.065| 0.615|13.844| 0.259| 907|   |295.23754|+40.09839
021015|15.083| 0.830| 0.436| 0.882|15.065| 0.841|      |      |      |      |13.581| 0.465|    |   |295.48329|+40.20500
022015|15.134| 1.188| 0.649| 1.278|15.115| 1.168|      |      |      |      |12.893| 0.660|    |   |295.47762|+40.20975
023015|15.114| 0.720| 0.385| 0.809|15.123| 0.719|      |      |15.133| 0.728|13.745| 0.447|  24|   |295.18321|+40.25964
024015|15.155| 1.210| 0.641| 1.239|15.143| 1.223|      |      |15.176| 1.214|12.987| 0.698| 650|   |295.17467|+40.15864
025015|15.201| 1.346| 0.744| 1.422|15.159| 1.346|15.189| 1.346|15.179| 1.310|12.745| 0.840|    |   |295.42342|+40.28689
026015|15.211| 0.550| 0.304| 0.686|15.195| 0.563|      |      |15.253| 0.570|14.083| 0.371| 303|   |295.16275|+40.20253
027015|15.241| 0.586| 0.307| 0.705|15.253| 0.588|      |      |15.270| 0.594|14.095| 0.321|  30|   |295.18462|+40.24944
028015|15.298| 0.552| 0.301| 0.684|15.288| 0.550|      |      |      |      |14.210| 0.271|    |   |295.32796|+40.31714
029015|15.310| 0.803| 0.431| 0.874|15.311| 0.800|      |      |15.317| 0.807|13.867| 0.438|    |   |295.27167|+40.31256
032015|15.378| 0.622| 0.365| 0.761|15.368| 0.622|      |      |15.393| 0.627|14.115| 0.348|    |   |295.47125|+40.15392
033015|15.521| 0.782| 0.429| 0.849|15.507| 0.781|      |      |15.531| 0.786|14.112| 0.419|    |   |295.47342|+40.24525
034015|15.534| 0.542| 0.316| 0.688|15.514| 0.567|      |      |15.538| 0.569|14.436| 0.341|    |   |295.23362|+40.29986
039015|15.729| 0.589| 0.321| 0.704|15.725| 0.585|      |      |      |      |14.560| 0.248| 213|   |295.16933|+40.21269
042015|15.794| 0.638| 0.321| 0.718|15.822| 0.602|15.820| 0.634|15.911| 0.952|14.652| 0.236|    |   |295.32800|+40.07836
045015|15.905| 0.662| 0.354| 0.774|15.883| 0.661|      |      |15.907| 0.660|14.692| 0.440|    |   |295.43296|+40.28133
046015|15.886| 0.589| 0.314| 0.698|15.896| 0.589|      |      |15.912| 0.612|14.669| 0.271| 657|   |295.17908|+40.14969
049015|16.071| 0.614| 0.352| 0.749|16.051| 0.620|      |      |      |      |14.860| 0.302|    |   |295.46546|+40.25650
051015|16.057| 0.663| 0.365| 0.789|16.076| 0.652|16.055| 0.687|16.094| 0.659|14.718| 0.610|    |   |295.37108|+40.08197
052015|16.109| 0.583| 0.349| 0.732|16.085| 0.610|      |      |16.116| 0.589|14.908| 0.338|    |   |295.43737|+40.27800
054015|16.137| 0.734| 0.402| 0.867|16.135| 0.728|      |      |      |      |14.739| 0.362| 206|   |295.17012|+40.22436
058015|16.251| 0.733| 0.409| 0.893|16.247| 0.722|16.216| 0.749|16.257| 0.748|14.740| 0.392|    |   |295.40375|+40.08928
059015|16.283| 0.730| 0.438| 0.883|16.277| 0.733|      |      |16.311| 0.745|14.785| 0.428| 656|   |295.18029|+40.14908
060015|16.283| 0.685| 0.397| 0.833|16.285| 0.681|      |      |16.312| 0.699|14.942| 0.420| 760|   |295.18512|+40.13983
062015|16.293| 0.776| 0.449| 0.884|16.289| 0.787|      |      |16.295| 0.799|14.757| 0.440|    |   |295.29187|+40.31781
063015|16.306| 0.692| 0.405| 0.883|16.290| 0.698|      |      |16.362| 0.644|      |      |    |   |295.47929|+40.19208
064015|16.321| 0.673| 0.422| 0.817|16.291| 0.680|      |      |16.280| 0.694|14.911| 0.291|    |   |295.47825|+40.17631
067015|16.397| 0.708| 0.359| 0.808|16.391| 0.677|16.375| 0.693|16.430| 0.679|15.031| 0.314| 942|   |295.42767|+40.10322
069015|16.445| 0.660| 0.390| 0.828|16.426| 0.671|      |      |16.467| 0.669|15.032| 0.521|    |   |295.47629|+40.22417
070015|16.448| 0.747| 0.414| 0.887|16.443| 0.733|      |      |16.474| 0.735|14.983| 0.554| 916|   |295.25079|+40.09267
073015|16.447| 0.788| 0.422| 0.869|16.458| 0.764|      |      |16.484| 0.774|15.003| 0.134| 834|   |295.19842|+40.12203
082015|16.666| 0.707| 0.344| 0.791|16.678| 0.691|16.703| 0.643|16.695| 0.704|15.093| 0.548|    |   |         |
001016|      |      |      |      |11.139| 1.733|      |      |      |      | 7.356| 1.133|    | 69|295.28429|+40.32553
002016|      |      |      |      |11.215| 1.747|      |      |      |      | 7.240| 1.194|    |187|295.47979|+40.23936
003016|      |      |      |      |11.855| 1.237|      |      |      |      | 9.737| 0.720|    | 34|295.22583|+40.30444
004016|12.888| 0.504| 0.262| 0.621|12.912| 0.493|      |      |      |      |11.838| 0.267|    | 57|295.26017|+40.07461
005016|      |      |      |      |13.086| 1.298|13.081| 1.302|      |      |10.779| 0.754| 943|173|295.43446|+40.09797
006016|13.582| 0.600| 0.326| 0.747|13.570| 0.626|      |      |      |      |12.391| 0.319|    | 35|295.22333|+40.30139
007016|14.071| 1.331| 0.708| 1.345|14.053| 1.336|      |      |14.101| 1.330|11.726| 0.741| 131| 14|295.16546|+40.23119
008016|14.215| 1.400| 0.704| 1.403|      |      |      |      |14.156| 1.407|11.788| 0.834|    |189|295.48904|+40.23422
009016|14.262| 1.053| 0.598| 1.200|14.225| 1.072|      |      |14.232| 1.041|12.214| 0.663|    |142|295.36217|+40.32000
010016|14.225| 0.504| 0.290| 0.648|14.229| 0.511|      |      |14.240| 0.525|13.145| 0.300|    | 38|295.23333|+40.31086
011016|14.270| 0.604| 0.296| 0.675|14.280| 0.570|14.265| 0.568|14.308| 0.570|13.088| 0.294|    |   |295.44829|+40.10611
012016|14.317| 1.126| 0.602| 1.183|14.299| 1.122|      |      |14.319| 1.098|12.285| 0.656|    |185|295.46100|+40.26694
013016|14.285| 0.370| 0.174| 0.400|14.343| 0.338|      |      |14.227| 0.433|13.434| 0.188|    | 46|         |
014016|14.345| 0.782| 0.430| 0.874|14.346| 0.784|      |      |14.358| 0.783|12.897| 0.452|    |   |295.21525|+40.29369
015016|14.415| 0.499| 0.283| 0.611|14.411| 0.520|      |      |14.464| 0.534|13.414| 0.237| 655|   |295.16229|+40.14831
016016|14.572| 0.892| 0.484| 1.003|14.578| 0.907|      |      |14.569| 0.906|12.889| 0.540|    |   |295.25742|+40.31786
017016|14.640| 0.597| 0.328| 0.742|14.648| 0.596|      |      |      |      |13.382| 0.357| 414|   |295.15075|+40.18261
018016|14.718| 0.626| 0.331| 0.741|14.706| 0.628|      |      |14.720| 0.626|13.477| 0.312|    |   |295.35508|+40.32089
019016|14.779| 0.660| 0.393| 0.811|14.781| 0.669|      |      |14.798| 0.684|13.468| 0.386| 761|   |295.17433|+40.13989
020016|14.813| 0.834| 0.476| 0.970|14.797| 0.854|      |      |14.849| 0.876|13.189| 0.492| 306|   |295.15683|+40.19544
021016|14.979| 1.111| 0.588| 1.201|14.981| 1.120|      |      |14.993| 1.131|12.960| 0.708|    |   |295.24479|+40.08569
022016|15.770| 0.708| 0.404| 0.817|15.773| 0.702|      |      |15.803| 0.725|      |      | 207|   |295.16021|+40.22319
023016|15.098| 0.615| 0.357| 0.759|15.076| 0.621|      |      |      |      |13.863| 0.379|    |   |295.46517|+40.26033
024016|15.146| 0.612| 0.333| 0.707|15.133| 0.606|      |      |15.152| 0.609|13.913| 0.376|    |   |295.34979|+40.32139
025016|15.201| 0.824| 0.444| 0.892|15.201| 0.823|15.181| 0.834|15.219| 0.821|13.692| 0.439| 945|   |295.42796|+40.09453
026016|15.211| 0.882| 0.497| 1.050|15.206| 0.889|      |      |15.238| 0.924|13.291| 0.427| 208|   |295.15962|+40.22253
027016|15.220| 0.859| 0.457| 0.953|15.228| 0.881|      |      |      |      |13.438| 0.452| 119|   |295.17175|+40.24547
028016|15.245| 0.572| 0.301| 0.688|15.250| 0.570|      |      |15.278| 0.587|14.089| 0.149| 120|   |295.16829|+40.24556
029016|15.296| 0.666| 0.358| 0.824|15.300| 0.645|15.279| 0.665|15.312| 0.666|13.847| 0.395| 947|   |295.41787|+40.09064
030016|15.341| 0.594| 0.360| 0.754|15.342| 0.611|15.342| 0.883|15.349| 0.632|14.086| 0.216|    |   |295.35358|+40.07022
032016|15.501| 1.311| 0.752| 1.405|15.463| 1.317|      |      |15.530| 1.303|13.072| 0.788|    |   |295.48462|+40.15142
033016|15.455| 0.640| 0.353| 0.750|15.477| 0.596|15.467| 0.660|15.474| 0.639|14.154| 0.402|    |   |295.30208|+40.06981
035016|15.607| 0.693| 0.414| 0.832|15.572| 0.707|      |      |15.595| 0.721|14.178| 0.405|    |   |295.49025|+40.18903
036016|15.653| 0.553| 0.305| 0.692|15.666| 0.573|      |      |15.718| 0.585|14.513| 0.236| 651|   |295.16250|+40.16011
037016|15.706| 0.624| 0.388| 0.812|15.696| 0.619|      |      |15.702| 0.651|14.345| 0.346|    |   |295.47583|+40.25089
038016|15.732| 0.779| 0.473| 0.939|15.703| 0.812|      |      |15.746| 0.832|14.137| 0.436| 210|   |         |
039016|15.727| 0.546| 0.349| 0.713|15.706| 0.526|      |      |15.737| 0.594|14.475| 0.429| 305|   |295.15317|+40.19489
041016|15.763| 0.789| 0.418| 0.864|15.767| 0.782|      |      |15.807| 0.798|14.275| 0.491| 130|   |295.16087|+40.22953
043016|15.827| 0.724| 0.414| 0.854|15.804| 0.725|      |      |15.822| 0.740|14.379| 0.358|    |   |295.45679|+40.12367
044016|15.871| 0.645| 0.369| 0.778|15.858| 0.628|      |      |15.875| 0.648|14.559| 0.420|    |   |295.48987|+40.21617
047016|15.962| 0.617| 0.350| 0.766|15.959| 0.619|15.977| 0.613|15.983| 0.608|14.749| 0.358|    |   |295.35071|+40.06564
049016|15.974| 0.595| 0.326| 0.725|15.979| 0.597|      |      |15.996| 0.610|14.792| 0.345|    |   |295.18908|+40.27981
050016|15.961| 0.660| 0.336| 0.746|15.986| 0.635|15.992| 0.654|16.011| 0.636|14.724| 0.338|    |   |295.31542|+40.07000
052016|16.068| 0.706| 0.406| 0.873|16.028| 0.719|      |      |      |      |14.695| 0.536|    |   |295.48012|+40.24992
056016|16.096| 0.673| 0.380| 0.825|16.080| 0.683|      |      |16.097| 0.694|14.714| 0.434|    |   |295.22812|+40.30158
057016|16.122| 0.642| 0.367| 0.772|16.127| 0.642|      |      |16.177| 0.654|14.814| 0.272| 126|   |295.16450|+40.24089
058016|17.535| 1.014| 0.595| 1.175|      |      |      |      |16.185| 0.627|14.474| 0.295| 209|   |         |
060016|16.195| 0.615| 0.382| 0.800|16.174| 0.618|      |      |16.198| 0.626|14.841| 0.316|    |   |295.44292|+40.28328
061016|16.250| 0.630| 0.346| 0.740|16.233| 0.632|      |      |16.257| 0.624|15.002| 0.222|    |   |295.38929|+40.31267
062016|16.280| 0.664| 0.374| 0.840|16.270| 0.654|      |      |16.322| 0.689|14.884| 0.571| 308|   |295.15621|+40.19106
063016|16.322| 0.546| 0.308| 0.703|16.322| 0.557|      |      |16.369| 0.572|15.206|      | 127|   |295.16721|+40.23833
065016|16.392| 0.566| 0.319| 0.717|16.394| 0.588|      |      |16.416| 0.593|15.259| 0.296|    |   |295.20329|+40.28492
066016|16.381| 0.668| 0.334| 0.762|16.400| 0.652|      |      |16.427| 0.653|15.089| 0.404| 900| 47|295.20358|+40.10461
069016|16.480| 0.726| 0.429| 0.867|16.470| 0.740|      |      |16.519| 0.744|15.002| 0.477| 307|   |295.15625|+40.19325
001017|      |      |      |      |      |      |      |      |      |      | 5.799| 0.082|    |   |         |
002017|      |      |      |      |11.390| 0.776|      |      |      |      | 9.799| 0.529|    |169|295.42583|+40.30497
003017|13.066| 1.185| 0.630| 1.222|13.054| 1.179|      |      |      |      |10.948| 0.700|    |190|295.48737|+40.14094
004017|13.098| 0.710| 0.399| 0.830|13.076| 0.728|      |      |      |      |11.748| 0.429|    |143|295.36237|+40.33381
005017|13.084| 0.527| 0.304| 0.670|13.088| 0.531|      |      |      |      |11.952| 0.312| 124| 12|295.15983|+40.24508
006017|13.368| 1.120| 0.608| 1.228|13.350| 1.112|      |      |      |      |11.257| 0.728|    |   |295.48196|+40.26461
007017|13.558| 1.257| 0.649| 1.256|13.574| 1.220|13.589| 1.237|      |      |11.377| 0.710|    | 90|295.30696|+40.06061
008017|13.939| 0.448| 0.242| 0.568|13.926| 0.462|      |      |      |      |12.993| 0.227|    | 23|295.18854|+40.28358
009017|14.452| 1.544| 0.817| 1.554|14.449| 1.501|      |      |14.441| 1.503|11.766| 0.918|    |   |295.40762|+40.07386
010017|14.469| 0.724| 0.387| 0.818|14.460| 0.717|      |      |14.415| 0.773|13.066| 0.449|    |   |295.50562|+40.21653
011017|14.511| 0.533| 0.320| 0.641|14.489| 0.535|      |      |14.534| 0.529|13.431| 0.227|    |   |295.49683|+40.17439
012017|14.550| 0.663| 0.383| 0.808|14.531| 0.677|      |      |14.497| 0.729|13.165| 0.334|    |   |295.49737|+40.21411
014017|14.587| 1.065| 0.570| 1.132|14.568| 1.078|      |      |14.566| 1.053|12.639| 0.641|    |121|295.33654|+40.33317
015017|14.643| 0.852| 0.454| 0.971|14.643| 0.854|14.635| 0.854|14.653| 0.852|12.999| 0.509|    |   |295.41267|+40.08133
