#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-11T18:32:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5df136376f63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table2}&key:source=J/AJ/138/159/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table2
#-order=I
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=N1
#-out=N2
#-out=RV
#-out=e_RV
#-out=e/i
#-out=Mmb
#-out=bin
#-out=gamma
#-out=Com
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table2:
#Name: J/AJ/138/159/table2
#Title: The NGC 6819 WOCS radial-velocity database
#Column	WOCS	(A6)	WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	Averaged V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Averaged B-V color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	N1	(I2)	Number of WIYN RV measurements	[ucd=meta.number]
#Column	N2	(I2)	Number of CfA RV measurements	[ucd=meta.number]
#Column	RV	(F7.2)	Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RV	(F5.2)	Standard error of RV (1)	[ucd=stat.error]
#Column	e/i	(F6.2)	? external/internal error ratio (2)	[ucd=stat.error]
#Column	Mmb	(I2)	? Calculated RV membership probability [NULL integer written as an empty string]	[ucd=meta.code.member]
#Column	bin	(A3)	Binarity classification (3)	[ucd=meta.code.multip]
#Column	gamma	(F7.3)	? Center-of-mass radial velocity {gamma}	[ucd=phys.veloc;pos.barycenter]
#Column	Com	(a19)	Additional comment	[ucd=meta.note]
WOCS|RAJ2000|DEJ2000|Vmag|B-V|N1|N2|RV|e_RV|e/i|Mmb|bin|gamma|Com
029015|19 41 05.20|+40 18 45.2|15.31| 0.80| 3| 0| -59.90| 0.38|  1.33| 0|SN |       |
030015|19 40 41.63|+40 14 07.9|15.32| 0.56| 2| 0|   1.65| 0.29|      |  |U  |       |
031015|19 40 57.67|+40 18 07.5|15.36| 0.47| 1| 0| -84.11| 0.40|      |  |U  |       |
032015|19 41 53.10|+40 09 14.1|15.38| 0.62| 3| 0|   1.86| 0.20|  0.71|94|SM |       |
033015|19 41 53.62|+40 14 42.9|15.52| 0.78| 4| 0| -16.34| 0.31|  1.34| 0|SN |       |
034015|19 40 56.07|+40 17 59.5|15.53| 0.56| 6| 0|   0.59| 0.47|  2.63|82|SM |       |
036015|19 41 49.10|+40 08 08.2|15.64| 0.74| 1| 0| -45.91| 0.40|      |  |U  |       |
039015|19 40 40.64|+40 12 45.7|15.73| 0.59| 9| 0|   2.08| 0.14|  0.98|95|SM |       |
042015|19 41 18.72|+40 04 42.1|15.84| 0.71| 3| 0|   2.01| 0.25|  0.89|95|SM |       |
043015|19 41 55.39|+40 13 31.6|15.87| 0.79| 1| 0| -48.44| 0.40|      |  |U  |       |
044015|19 41 26.16|+40 18 43.6|15.90| 0.62| 2| 0| -16.53| 0.64|      |  |U  |       |
045015|19 41 43.91|+40 16 52.8|15.90| 0.66| 3| 0| -12.58| 0.16|  0.55| 0|SN |       |
046015|19 40 42.98|+40 08 58.9|15.90| 0.60| 3| 0|   3.28| 0.18|  0.64|93|SM |       |
049015|19 41 51.71|+40 15 23.4|16.06| 0.62| 3| 0|   1.96| 0.70|  2.48|95|SM |       |
051015|19 41 29.06|+40 04 55.1|16.07| 0.67| 3| 0|   2.38| 0.75|  2.65|95|SM |       |
052015|19 41 44.97|+40 16 40.8|16.10| 0.59|16| 0|   1.31| 0.20| 27.39|94|BM |  2.941|SB1
054015|19 40 40.83|+40 13 27.7|16.14| 0.73| 3| 0|  -6.45| 0.12|  0.44| 0|SN |       |
058015|19 41 36.90|+40 05 21.4|16.24| 0.74| 2| 0|   4.59| 0.71|      |  |U  |       |
059015|19 40 43.27|+40 08 56.7|16.29| 0.74| 3| 0| -17.69| 4.41| 15.58|  |BLN|       |
060015|19 40 44.43|+40 08 23.4|16.29| 0.69| 3| 0| -31.27| 0.27|  0.96| 0|SN |       |
062015|19 41 10.05|+40 19 04.1|16.29| 0.79| 7| 0| -30.24| 3.31| 20.24|  |BLN|       |
063015|19 41 55.03|+40 11 31.5|16.32| 0.68| 3| 0|  16.68| 0.63|  2.21| 0|SN |       |
064015|19 41 54.78|+40 10 34.7|16.30| 0.68| 3| 0|   2.96| 0.73|  2.58|94|SM |       |
067015|19 41 42.64|+40 06 11.6|16.40| 0.69| 5| 0| -28.32| 0.86|  4.30|  |BLN|       |
069015|19 41 54.31|+40 13 27.0|16.45| 0.67| 3| 0|   1.83| 0.15|  0.52|94|SM |       |
070015|19 41 00.19|+40 05 33.6|16.45| 0.74| 4| 0| -28.58| 1.77|  7.66|  |BLN|       |
073015|19 40 47.62|+40 07 19.3|16.46| 0.78| 3| 0|  13.73| 0.91|  3.22| 0|SN |       |
001016|19 41 08.23|+40 19 31.9|11.14| 1.73| 0| 3|   2.13| 0.37|  0.74|95|SM |       |
002016|19 41 55.15|+40 14 21.7|11.22| 1.75| 3| 6|   4.45| 0.26|  1.19|71|SM |       |
003016|19 40 54.20|+40 18 16.0|11.85| 1.24| 0| 4| -31.99| 0.26|  0.65| 0|SN |       |
004016|19 41 02.44|+40 04 28.6|12.90| 0.50| 2| 1|  13.67| 0.14|  0.39| 0|SN |       |
005016|19 41 44.27|+40 05 52.7|13.08| 1.30| 1| 2|   3.54| 0.36|  0.83|91|SM |       |
006016|19 40 53.60|+40 18 05.0|13.58| 0.61| 1| 4| -19.38| 0.22|  0.67| 0|SN |       |
007016|19 40 39.71|+40 13 52.3|14.07| 1.33| 1| 2| -43.50| 0.51|  1.16| 0|SN |       |
008016|19 41 57.37|+40 14 03.2|14.19| 1.40| 4| 0|  -3.59| 0.10|  0.42| 0|SN |       |
009016|19 41 26.92|+40 19 12.0|14.24| 1.06| 9| 0| -58.21| 1.81| 12.81|  |BLN|       |
010016|19 40 56.00|+40 18 39.1|14.23| 0.51|23| 0|   2.63| 0.04|  9.08|95|BM |  2.408|SB1
011016|19 41 47.59|+40 06 22.0|14.28| 0.58| 3| 0| -27.75| 0.53|  1.87| 0|SN |       |
012016|19 41 50.64|+40 16 01.0|14.31| 1.12| 6| 0|   3.75| 0.21|  1.15|89|SM |       |
014016|19 40 51.66|+40 17 37.3|14.35| 0.78| 3| 0| -31.78| 0.22|  0.78| 0|SN |       |
015016|19 40 38.95|+40 08 53.9|14.43| 0.52|12| 1| -37.11| 1.15|  9.27|  |BLN|       |
016016|19 41 01.78|+40 19 04.3|14.57| 0.90| 3| 0| -87.86| 0.28|  0.99| 0|SN |       |
017016|19 40 36.18|+40 10 57.4|14.64| 0.60| 3| 0| -50.43| 0.44|  1.56| 0|SN |       |
018016|19 41 25.22|+40 19 15.2|14.71| 0.63| 4| 0|   8.22| 0.26|  1.13| 0|SN |       |
019016|19 40 41.84|+40 08 23.6|14.79| 0.67| 3| 0| -15.71| 0.08|  0.30| 0|SN |       |
020016|19 40 37.64|+40 11 43.6|14.82| 0.85| 4| 0|   3.51| 0.16|  0.68|91|SM |       |
021016|19 40 58.75|+40 05 08.5|14.98| 1.12| 3| 0| -73.84| 0.15|  0.54| 0|SN |       |
022016|19 40 38.45|+40 13 23.5|15.78| 0.71| 4| 0| -27.16| 0.91|  3.95| 0|SN |       |
023016|19 41 51.64|+40 15 37.2|15.09| 0.62| 4| 0|   1.78| 0.53|  2.32|94|SM |       |
024016|19 41 23.95|+40 19 17.0|15.14| 0.61| 3| 0| -19.78| 1.01|  3.57| 0|SN |       |
025016|19 41 42.71|+40 05 40.3|15.20| 0.83| 3| 0| -43.77| 0.08|  0.29| 0|SN |       |
026016|19 40 38.31|+40 13 21.1|15.22| 0.90| 4| 0|  -5.06| 0.18|  0.76| 0|SN |       |
027016|19 40 41.22|+40 14 43.7|15.22| 0.87| 6| 0| -42.18| 8.92| 49.89|  |BLN|       |
028016|19 40 40.39|+40 14 44.0|15.26| 0.58| 4| 0|   2.96| 0.73|  3.15|94|SM |       |
029016|19 41 40.29|+40 05 26.3|15.30| 0.66| 5| 0|   3.18| 0.38|  1.90|93|SM |       |
030016|19 41 24.86|+40 04 12.8|15.34| 0.68| 3| 0|   1.12| 0.36|  1.27|90|SM |       |
031016|19 41 58.61|+40 12 11.0|15.37| 1.11| 2| 0| -58.59| 0.06|      |  |U  |       |
032016|19 41 56.31|+40 09 05.1|15.50| 1.31| 3| 0| -77.89| 0.32|  1.13| 0|SN |       |
033016|19 41 12.50|+40 04 11.3|15.47| 0.63| 3| 0| -28.35| 0.18|  0.63| 0|SN |       |
035016|19 41 57.66|+40 11 20.5|15.59| 0.71| 4| 0|  -0.96| 0.29|  1.27| 8|SN |       |
036016|19 40 39.00|+40 09 36.4|15.68| 0.57| 6| 0|   2.65| 0.18|  1.00|95|SM |       |
037016|19 41 54.20|+40 15 03.2|15.70| 0.63| 3| 0|  16.12| 0.12|  0.42| 0|SN |       |
039016|19 40 36.76|+40 11 41.6|15.72| 0.56| 3| 0|   0.24| 1.03|  3.63|70|SM |       |
041016|19 40 38.61|+40 13 46.3|15.78| 0.79| 3| 0|  12.21| 0.33|  1.16| 0|SN |       |
043016|19 41 49.63|+40 07 25.2|15.82| 0.73| 3| 0| -20.43| 0.42|  1.50| 0|SN |       |
044016|19 41 57.57|+40 12 58.2|15.87| 0.64| 3| 0|   3.11| 0.34|  1.21|94|SM |       |
047016|19 41 24.17|+40 03 56.3|15.97| 0.61| 8| 0|  -3.09| 2.57| 16.98|  |BU |       |
049016|19 40 45.38|+40 16 47.3|15.98| 0.60|17| 0|   3.83| 0.40|  4.00|  |BLM|       |
050016|19 41 15.70|+40 04 12.0|15.99| 0.65| 3| 0|   3.32| 0.14|  0.51|93|SM |       |
051016|19 41 58.39|+40 12 05.7|16.00| 0.68| 1| 0| -20.79| 0.40|      |  |U  |       |
052016|19 41 55.23|+40 14 59.7|16.05| 0.71| 3| 0|  -0.05| 0.42|  1.49|55|SM |       |
056016|19 40 54.75|+40 18 05.7|16.09| 0.68| 3| 0|  -2.41| 0.18|  0.64| 0|SN |       |
057016|19 40 39.48|+40 14 27.2|16.14| 0.65| 2| 0| -18.69| 0.35|      |  |U  |       |
060016|19 41 46.30|+40 16 59.8|16.19| 0.62| 3| 0|  13.86| 0.41|  1.46| 0|SN |       |
061016|19 41 33.43|+40 18 45.6|16.25| 0.63| 3| 0|   1.67| 0.36|  1.26|94|SM |       |
062016|19 40 37.49|+40 11 27.8|16.29| 0.67|15| 0| -13.74| 1.14| 10.70|  |BLN|       |
063016|19 40 40.13|+40 14 18.0|16.34| 0.56| 3| 0| -18.23| 0.28|  0.98| 0|SN |       |
065016|19 40 48.79|+40 17 05.7|16.40| 0.58| 3| 0|  -9.75| 0.63|  2.22| 0|SN |       |
066016|19 40 48.86|+40 06 16.6|16.40| 0.66| 7| 0|   5.57| 7.48| 45.80|  |BU |       |
068016|19 40 57.36|+40 18 14.5|16.41| 0.71| 1| 0|  -7.65| 0.40|      |  |U  |       |
069016|19 40 37.50|+40 11 35.7|16.49| 0.74| 2| 0|  14.64| 0.13|      |  |U  |       |
002017|19 41 42.20|+40 18 17.9|11.39| 0.78| 1| 5|  -4.63| 0.31|  1.06| 0|SN |       |
003017|19 41 56.97|+40 08 27.4|13.06| 1.18| 0| 5| -23.46| 0.40|  1.15| 0|SN |       |
004017|19 41 26.97|+40 20 01.7|13.09| 0.72| 0| 4| -59.66| 0.30|  0.73| 0|SN |       |
005017|19 40 38.36|+40 14 42.3|13.09| 0.53| 2| 6| -12.52| 0.41|  1.71| 0|SN |       |
006017|19 41 55.67|+40 15 52.6|13.36| 1.12| 3| 0|  16.12| 0.08|  0.28| 0|SN |       |
007017|19 41 13.67|+40 03 38.2|13.57| 1.24| 1| 3|   2.38| 0.15|  0.41|95|SM |       |
008017|19 40 45.25|+40 17 00.9|13.93| 0.45| 2| 1| -16.99| 3.59|      |  |BLN|       |Rapid rotator
009017|19 41 37.83|+40 04 25.9|14.45| 1.52| 4| 0| -24.89| 0.12|  0.50| 0|SN |       |
010017|19 42 01.35|+40 12 59.5|14.45| 0.74|20| 0| -18.61| 1.18| 12.81|  |BLN|       |
011017|19 41 59.24|+40 10 27.8|14.51| 0.53| 3| 0| -16.19| 0.76|      |  |SN |       |Rapid rotator
012017|19 41 59.37|+40 12 50.8|14.53| 0.69| 3| 0|  -5.72| 0.23|  0.80| 0|SN |       |
014017|19 41 20.77|+40 19 59.4|14.57| 1.07| 3| 2|   2.59| 0.12|  0.45|95|SM |       |
015017|19 41 39.04|+40 04 52.8|14.64| 0.85| 3| 0| -11.36| 0.19|  0.67| 0|SN |       |
016017|19 40 37.73|+40 14 45.2|14.68| 0.76| 3| 0| -21.16| 0.20|  0.69| 0|SN |       |
017017|19 41 00.45|+40 04 02.1|14.77| 0.72| 3| 0| -25.13| 0.69|  2.46| 0|SN |       |
018017|19 41 25.82|+40 19 50.3|14.84| 0.67| 3| 0|   2.01| 0.19|  0.67|95|SM |       |
019017|19 41 24.23|+40 19 41.1|14.98| 0.88| 6| 0| -23.82| 0.57|  3.17| 0|SN |       |
020017|19 41 19.11|+40 03 26.1|15.02| 1.02| 6| 0| -50.03| 0.67|  3.77| 0|SN |       |
021017|19 41 59.88|+40 10 56.4|15.03| 0.64| 3| 0| -58.43| 0.40|  1.42| 0|SN |       |
022017|19 40 45.66|+40 05 59.1|15.07| 0.63| 4| 0| -35.33| 1.05|  4.57|  |BLN|       |
023017|19 41 37.36|+40 19 19.0|15.10| 0.60| 3| 0|   2.49| 0.34|  1.19|95|SM |       |
024017|19 40 57.87|+40 04 23.2|15.13| 0.59| 5| 0|   2.01| 0.16|  0.80|95|SM |       |
025017|19 40 36.41|+40 08 51.8|15.15| 0.59| 6| 0|   1.15| 0.18|  1.02|91|SM |       |
026017|19 40 34.00|+40 12 46.5|15.18| 0.57| 5| 0|   3.05| 0.64|  3.21|94|SM |       |
027017|19 41 35.85|+40 19 09.2|15.27| 1.41| 4| 0| -68.61| 0.12|  0.50| 0|SN |       |
028017|19 41 01.78|+40 19 36.0|15.27| 0.59| 3| 0|   3.09| 0.52|  1.84|94|SM |       |
029017|19 41 48.53|+40 17 48.3|15.32| 1.19| 3| 0| -32.99| 0.18|  0.63| 0|SN |       |
030017|19 41 57.91|+40 14 20.6|15.40| 0.60| 5| 0|   2.15| 0.24|  1.18|95|SM |       |
031017|19 41 59.64|+40 09 20.1|15.40| 0.67|18| 0|   6.19| 0.39|  3.97| 1|SN |       |
032017|19 41 38.61|+40 04 36.4|15.38| 0.81|11| 0| -17.54| 0.14| 79.06| 0|BN |-22.791|SB1
033017|19 41 46.80|+40 05 25.6|15.37| 0.70| 3| 0| -19.07| 0.46|  1.64| 0|SN |       |
034017|19 40 54.36|+40 18 57.5|15.42| 0.58| 2| 0|  43.43| 0.21|      |  |U  |       |
035017|19 40 36.24|+40 13 41.6|15.46| 0.67| 4| 0|  14.83| 0.32|  1.39| 0|SN |       |
036017|19 41 26.94|+40 19 43.5|15.47| 0.82| 3| 0|   8.37| 0.14|  0.50| 0|SN |       |
037017|19 40 49.03|+40 05 38.2|15.48| 0.61| 2| 0| -11.94| 0.18|      |  |U  |       |
038017|19 40 43.22|+40 16 28.6|15.51| 0.75| 7| 0| -17.42| 0.80|  4.91|  |BLN|       |
039017|19 41 14.55|+40 03 23.7|15.59| 0.67| 3| 0|-182.69| 2.75|  9.73|  |BLN|       |
040017|19 40 43.46|+40 06 41.0|15.59| 0.59|16| 0|   4.78| 0.90|  8.73|  |BLM|       |
041017|19 41 20.32|+40 19 49.7|15.61| 0.79| 4| 0|  -4.99| 0.16|  0.70| 0|SN |       |
046017|19 41 55.98|+40 15 56.1|15.74| 0.69| 6| 0| -10.04| 0.69|  3.87| 0|SN |       |
047017|19 40 52.43|+40 05 20.5|15.76| 0.59| 4| 0|   1.14| 0.44|  1.90|91|SM |       |
048017|19 42 00.19|+40 12 19.2|15.78| 0.61| 3| 0|   1.81| 0.08|  0.29|94|SM |       |
050017|19 41 21.03|+40 20 04.9|15.86| 0.74| 2| 0| -29.68| 0.44|      |  |U  |       |
052017|19 41 45.41|+40 05 49.3|15.98| 0.65|11| 0|   0.96| 0.33|  2.59|89|SM |       |
054017|19 40 55.04|+40 18 45.5|16.03| 0.59| 4| 0|   2.69| 0.48|  2.07|95|SM |       |
056017|19 41 53.92|+40 16 25.7|16.11| 0.71| 3| 0| -46.43| 0.71|  2.52| 0|SN |       |
058017|19 42 00.63|+40 10 00.7|16.18| 0.69| 9| 0| -16.21| 7.66| 54.19|  |BU |       |
060017|19 41 18.35|+40 03 42.9|16.23| 0.64|14| 0|   4.65| 0.37|  3.33|62|SM |       |
061017|19 42 01.56|+40 12 57.4|16.26| 0.68| 3| 0| -26.72| 0.97|  3.42| 0|SN |       |
064017|19 40 44.79|+40 06 44.3|16.31| 0.71| 2| 0|  -2.82| 0.07|      |  |U  |       |
065017|19 41 48.39|+40 17 20.9|16.35| 0.72| 4| 0|  28.17| 0.80|  3.48| 0|SN |       |
070017|19 41 55.98|+40 15 51.4|16.39| 0.65| 6| 0|   4.23| 0.73|  4.07|  |BLM|       |
073017|19 40 48.95|+40 05 53.3|16.43| 0.75| 4| 0|   0.54| 0.82|  3.54|80|SM |       |
074017|19 41 46.89|+40 05 38.6|16.41| 0.72| 6| 0|   5.14| 1.00|  5.56|  |BU |       |
075017|19 41 10.02|+40 20 02.6|16.45| 0.66| 5| 0|   2.77| 0.10|  0.50|95|SM |       |
076017|19 41 08.65|+40 20 01.2|16.45| 0.80| 4| 0| -35.02| 0.48|  2.06| 0|SN |       |
077017|19 41 45.20|+40 05 15.9|16.49| 0.74| 5| 0| -11.26| 0.65|  3.23| 0|SN |       |
003018|19 41 53.88|+40 16 51.4|13.34| 1.53| 3| 0| -35.72| 0.05|  0.17| 0|SN |       |
004018|19 41 34.89|+40 19 39.6|13.48| 1.32|17| 0|  -1.93| 1.48| 14.84|  |BU |       |
005018|19 41 59.17|+40 08 14.2|13.47| 0.56| 3| 0|  11.41| 0.07|  0.24| 0|SN |       |
006018|19 41 34.23|+40 19 45.0|13.49| 1.22| 6| 2|   7.61| 0.11|  0.58| 0|SN |       |
007018|19 40 34.56|+40 09 15.3|13.94| 0.55| 3| 2|  13.67| 0.24|  0.87| 0|SN |       |
008018|19 40 36.84|+40 15 17.3|14.13| 1.09| 1| 2|   1.93| 0.19|  0.43|95|SM |       |
009018|19 40 33.93|+40 14 04.1|14.13| 0.59| 8| 2| -31.61| 0.62|  3.90| 0|SN |       |
010018|19 41 24.74|+40 20 13.0|14.21| 0.76| 3| 0| -74.20| 0.41|  1.45| 0|SN |       |
011018|19 41 24.98|+40 20 20.8|14.45| 0.68| 3| 3|   2.19| 0.29|  1.12|95|SM |       |
012018|19 42 02.06|+40 10 15.8|14.49| 1.14| 4| 0| -21.56| 0.32|  1.39| 0|SN |       |
013018|19 41 05.13|+40 03 12.6|14.59| 1.18| 3| 0| -46.60| 0.14|  0.50| 0|SN |       |
014018|19 41 31.99|+40 20 14.0|14.60| 1.11| 3| 0|  16.82| 0.13|  0.45| 0|SN |       |
015018|19 41 37.99|+40 19 22.7|14.80| 0.67| 6| 0|   2.79| 0.29|  1.61|95|SM |       |
016018|19 41 17.60|+40 20 41.6|14.88| 0.59| 5| 0|  17.02| 0.18|  0.89| 0|SN |       |
017018|19 41 44.28|+40 04 26.4|14.90| 0.72| 5| 0|  -9.62| 0.59|  2.93| 0|SN |       |
018018|19 41 11.62|+40 02 53.1|14.91| 0.84| 6| 0|   4.50| 0.50|  2.79|69|SM |       |
019018|19 40 38.62|+40 16 33.6|14.95| 0.56| 6| 0|  15.25| 0.52|  2.90| 0|SN |       |
020018|19 41 44.00|+40 04 55.9|14.95| 0.62| 4| 0|  -6.07| 0.22|  0.95| 0|SN |       |
021018|19 40 58.38|+40 03 41.0|14.96| 0.58| 3| 0|  36.35| 0.33|  1.17| 0|SN |       |
022018|19 40 56.83|+40 04 02.1|15.02| 0.60| 4| 0|   3.84| 0.10|  0.43|87|SM |       |
023018|19 40 42.63|+40 17 08.5|15.12| 0.59| 9| 0| -20.16|19.52|138.00|  |BU |       |
024018|19 40 32.68|+40 11 42.4|15.32| 0.59| 3| 0|   0.81| 0.03|  0.10|86|SM |       |
025018|19 40 39.40|+40 16 16.8|15.39| 0.56| 4| 0|   3.58| 0.35|  1.51|91|SM |       |
026018|19 40 32.94|+40 13 22.1|15.41| 0.87| 3| 0| -65.56| 0.06|  0.23| 0|SN |       |
027018|19 40 44.47|+40 18 03.6|15.55| 0.68| 3| 0|  -9.03| 0.62|  2.20| 0|SN |       |
028018|19 41 00.13|+40 03 37.1|15.60| 0.57| 5| 0|   2.17| 0.39|  1.94|95|SM |       |
030018|19 41 12.07|+40 02 51.2|15.72| 0.73| 5| 0| -44.64| 1.03|  5.14|  |BLN|       |
032018|19 42 02.31|+40 11 51.9|15.78| 0.60| 3| 0|   2.60| 0.14|  0.48|95|SM |       |
033018|19 41 31.61|+40 19 59.2|15.83| 0.58|17| 0|  -1.23| 0.80|  8.02|  |BU |       |
034018|19 40 36.08|+40 15 23.3|15.84| 0.75| 4| 0|  18.39| 0.19|  0.82| 0|SN |       |
035018|19 40 33.64|+40 09 46.4|15.86| 0.60| 1| 0|   1.74| 0.40|      |  |U  |       |
036018|19 40 52.35|+40 04 28.1|15.85| 0.61| 6| 0|  -3.10| 0.17|  0.92| 0|SN |       |
037018|19 42 01.90|+40 14 27.4|15.95| 0.68| 4| 0| -54.43| 0.79|  3.43| 0|SN |       |
039018|19 40 32.78|+40 11 09.3|16.05| 0.76| 3| 0| -42.79| 0.56|  1.97| 0|SN |       |
042018|19 41 46.09|+40 04 42.8|16.04| 0.71| 2| 0| -33.09| 0.18|      |  |U  |       |
043018|19 41 54.86|+40 16 43.4|16.08| 0.73| 9| 0| -44.96| 3.97| 28.04|  |BLN|       |
047018|19 41 05.84|+40 03 04.5|16.17| 0.55| 6| 0| -32.35| 2.62| 14.63|  |BLN|       |
048018|19 42 00.10|+40 15 00.6|16.17| 0.64| 1| 0|  -0.13| 0.40|      |  |U  |       |
051018|19 42 02.42|+40 12 05.5|16.24| 0.74| 3| 0|  -0.26| 0.57|  2.01|42|SN |       |
053018|19 40 42.44|+40 17 41.1|16.26| 0.68| 2| 0| -32.77| 0.64|      |  |U  |       |
056018|19 41 22.06|+40 03 07.7|16.31| 0.64| 5| 0|   3.35| 0.51|  2.53|93|SM |       |
057018|19 40 49.71|+40 18 32.5|16.37| 0.73| 2| 0|  -5.13| 0.33|      |  |U  |       |
058018|19 41 16.81|+40 20 31.8|16.39| 0.75|13| 0|  -7.01| 0.53|  4.60|  |BLN|       |
003019|19 40 37.07|+40 06 31.9|12.95| 0.72| 0|13|  22.84| 1.35|  6.66|  |BLN|       |
004019|19 40 28.83|+40 10 17.8|13.16| 1.20| 0| 8| -39.56| 0.19|  0.73| 0|SN |       |
005019|19 40 44.32|+40 05 20.2|13.27| 1.13| 2| 5|  -4.39| 0.11|  0.42| 0|SN |       |
006019|19 42 04.48|+40 10 36.3|13.48| 1.17| 5| 0|  -8.44| 0.07|  0.34| 0|SN |       |
007019|19 41 43.84|+40 03 44.4|13.58| 0.60| 9| 1| -19.56| 0.56|      |  |SN |       |Rapid rotator
008019|19 42 06.90|+40 12 06.9|13.85| 0.88| 4| 0|  -2.37| 0.06|  0.27| 0|SN |       |
009019|19 41 15.12|+40 21 08.4|13.66| 1.06| 2| 1| -17.95| 0.28|  0.75| 0|SN |       |
010019|19 41 00.85|+40 03 12.4|13.98| 1.49| 3| 3| -23.84| 0.25|  0.98| 0|SN |       |
012019|19 41 33.10|+40 20 23.5|14.29| 0.65| 1| 2|  13.74| 0.39|  0.89| 0|SN |       |
013019|19 41 43.69|+40 19 33.5|14.49| 0.64| 4| 0|   2.46| 0.12|  0.52|95|SM |       |
014019|19 40 44.06|+40 18 11.2|14.48| 1.08| 4| 0|  -5.63| 0.10|  0.44| 0|SN |       |
015019|19 41 22.06|+40 20 47.9|14.62| 0.62|22| 1|  -1.32| 0.02|  3.73| 3|BN | -1.263|SB1
016019|19 41 00.20|+40 20 23.8|14.66| 0.66| 8| 0|   4.19| 0.46|  3.02|80|SM |       |
017019|19 41 14.73|+40 21 06.2|14.67| 1.18| 3| 0| -55.15| 0.38|  1.34| 0|SN |       |
018019|19 41 07.03|+40 20 34.4|14.83| 0.64|19| 0|   0.71| 0.02|  8.35|94|BM |  1.835|SB1
019019|19 41 13.24|+40 02 19.3|14.86| 1.08| 3| 0|-123.86| 0.17|  0.60| 0|SN |       |
020019|19 41 49.86|+40 18 46.2|14.94| 0.64| 3| 0|   5.63| 0.41|  1.46|10|SN |       |
021019|19 41 31.67|+40 20 36.9|14.97| 0.58| 3| 0|  15.79| 0.16|  0.57| 0|SN |       |
022019|19 41 29.90|+40 20 35.5|15.02| 1.21| 3| 0| -27.11| 0.13|  0.47| 0|SN |       |
023019|19 42 05.02|+40 12 17.0|15.03| 1.20| 3| 0| -21.14| 0.05|  0.17| 0|SN |       |
024019|19 42 06.95|+40 11 47.7|15.15| 0.72| 3| 0| -17.99| 0.28|  0.99| 0|SN |       |
025019|19 41 27.05|+40 02 35.6|15.16| 0.58| 3| 0| -16.72| 0.47|  1.68| 0|SN |       |
026019|19 41 47.79|+40 18 52.9|15.21| 0.55| 3| 0|   2.35| 0.80|  2.83|95|SM |       |
027019|19 41 02.99|+40 03 06.5|15.22| 0.60| 4| 0|   2.52| 0.15|  0.67|95|SM |       |
028019|19 41 59.37|+40 07 16.6|15.34| 1.34| 3| 0| -24.68| 0.20|  0.70| 0|SN |       |
029019|19 41 28.93|+40 20 59.9|15.34| 0.57| 4| 0|   2.73| 0.26|  1.12|95|SM |       |
030019|19 40 57.79|+40 03 17.2|15.35| 1.09| 6| 0| -22.69| 0.07|  0.39| 0|SN |       |
031019|19 41 27.96|+40 20 56.6|15.41| 0.66| 3| 0|  -7.69| 0.70|  2.49| 0|SN |       |
033019|19 40 57.84|+40 03 15.5|15.44| 0.76| 2| 0| -22.24| 0.58|      |  |U  |       |
034019|19 42 01.06|+40 16 01.1|15.50| 0.60| 7| 0|   3.71| 0.54|  3.31|89|SM |       |
035019|19 40 29.09|+40 12 22.3|15.52| 0.72| 3| 0| -16.04| 0.96|  3.40| 0|SN |       |
036019|19 40 29.00|+40 12 24.1|15.68| 0.59|14| 0|  -2.50| 0.08| 12.33| 0|BN | -4.280|SB1
037019|19 40 49.45|+40 19 29.7|15.67| 0.67| 3| 0|  -5.32| 0.44|  1.56| 0|SN |       |
038019|19 41 42.03|+40 19 53.3|15.72| 0.74| 3| 0| -33.13| 0.10|  0.37| 0|SN |       |
039019|19 42 02.77|+40 15 05.9|15.74| 0.68| 3| 0|  22.85| 0.21|  0.76| 0|SN |       |
041019|19 40 49.88|+40 04 12.3|15.74| 0.59| 5| 0|   4.64| 0.14|  0.68|62|SM |       |
